59,崔嵬,さいかい,嵬い,たか,◆１,"1.岩石がごつごつした険しい山。
2.山や建物が、高くそびえるさま。大きくりっぱなさま。〈漢字ペディア〉
◇漢字ペディア大見出し
●H18-3㈥、H24-2㈥"
60,愆戻,けんれい,愆る,あやま,◆１,"あやまち。また、法にそむいて罪を犯すこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H18-3㈥、H22-2㈥"
61,賑恤,しんじゅつ,恤む,めぐ,◆１,"貧しい者や、災害にあった者にお布施すること。≒振恤〈漢字ペディア〉
◇漢字ペディア大見出し
●H18-3㈥、H22-1㈥"
62,炷香,しゅこう,炷く,た,◆１,"香をたく。〈字通〉
◇漢字ペディア小見出し
●H18-3㈥"
63,輓馬,ばんば,輓く,ひ,◆１,"そりや車をひかせる馬。〈漢字ペディア〉
◇漢字ペディア大見出し
●H18-3㈥"
64,爨室,さんしつ,爨ぐ,かし,◆１,"┌厨房。〈字通〉
┌飯をたく部屋。くりや。〈漢字源〉
●H19-1㈥、H20-3㈥"
65,慴伏,しょうふく,慴れる,おそ,◆１,"おそれしたがうこと。おそれひれ伏すこと。≒懾伏〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-1㈥、H21-1㈥"
66,躋攀,せいはん,躋る,のぼ,◆１,"よじのぼること。≒攀躋〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-1㈥"
67,赧顔,たんがん,赧める,あから,◆１,"恥ずかしくて顔をあからめること。≒赧面、赤面〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-1㈥"
68,吮疽,"せんそ
せんしょ",吮う,す,◆１,"できものをすう。〈字通〉
◇漢字ペディア小見出し
●H19-1㈥"
69,饕餮,とうてつ,饕る,むさぼ,◆１,"┌1.金銭や飲食などをむさぼること。きわめて貪欲なこと。また、その人。
└2.≒饕餮文〈日本国語大辞典〉
┌1.金銭や飲食をむさぼる。欲が深いさま。また、その人。
├2.舜の時代の蛮族の名。
└3.想像上の悪獣の名。青銅器の模様に用いた。〈漢辞海〉
┌1.財貨･金銭をむさぼること。
├2.凶悪な者のたとえ。
└3.怪獣の名。殷･周のころ、その姿を青銅器などに刻んで飾りとした。〈新漢和大字典〉
┌悪獣の名。古銅器の文様に饕餮文があり、おおむね器の鼻梁を中心とした虎の展開図を用いる。饕餮は虎を文様化したものであろう。〈字通〉
◇漢字ペディア下付き
●H19-2㈥"
70,賻儀,ふぎ,賻る,おく,◆１,"┌金品を贈って死者の出た家を助ける贈り物。≒賻助、賻贈、賻礼〈漢辞海〉
┌死者の霊前に供える金銭。香典。〈新漢和大字典〉
◇漢字ペディア小見出し
●H19-2㈥、H27-3㈥"
71,英雋,えいしゅん,雋れる,すぐ,◆１,"┌才知が群を抜いてすぐれているさま。また、その人。≒英俊、英哲〈漢辞海〉
┌非常にすぐれている。また、そのような人。≒英俊、英哲〈漢字源〉
◇漢字ペディア小見出し
●H19-2㈥"
72,燔書,はんしょ,燔く,や,◆１,"書物に火をつけて、燃やしてしまうこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-2㈥"
73,屯蹇,ちゅんけん,蹇む,なや,◆１,"行き詰まってなやむ。うまく行かずになやみ苦しむ。≒屯険、屯困、屯難〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-3㈥、H21-2㈥、H26-3㈥"
74,遯竄,とんざん,竄れる,"かく
のが",◆１,"逃げ隠れすること。どこかへ逃げうせること。≒逃竄、遁竄〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-3㈥、H23-3㈥"
75,肄業,いぎょう,肄う,なら,◆１,"┌1.わざを習う
└2.講習をいう。〈字源〉
┌わざをならう。≒習業〈漢字源〉
┌わざを習うこと。また、わざを習わすこと。〈新大字典〉
◇漢字ペディア小見出し
●H19-3㈥、H22-1㈥"
76,麤笨,そほん,笨い,あら,◆１,"あらくておおまかなこと。また、そのさま。≒粗笨〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-3㈥"
77,殄滅,てんめつ,殄きる,つ,◆１,"滅ぼす。絶やす。残らず滅びる。死に絶える。≒絶滅〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-3㈥"
78,擺脱,はいだつ,擺く,ひら,◆１,"束縛・習慣などを抜け出すこと。それらを除き去ること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H20-1㈥、H25-1㈥"
79,賚賜,らいし,賚う,たま,◆１,"┌賚錫（らいせき）≒
├1.たまう。
└2.たまわりもの。〈漢辞海〉
┌さずけ与える。また、そのもの。≒賚錫（らいせき・らいし）〈漢字源〉
┌たまうこと。また、そのもの。賚錫（らいし）
┌たまう。たまもの。≒賚錫（らいせき）〈字源〉
◇漢字ペディア小見出し
●H20-1㈥"
80,懿親,いしん,懿しい,うるわ,◆１,"┌1.関係の最も近い親族。
└2.皇室の親族。〈漢辞海〉
┌親族間の美しい親しみ。また、親しい血族。親族の間柄。〈日本国語大辞典〉
┌1.近親を尊敬して、または褒めていう言葉。立派な親戚の意。
└2.親族間のうるわしい情愛。〈漢字源〉
◇漢字ペディア小見出し
●H20-2㈥"
81,搴旗,けんき,搴る,と,◆１,"┌敵の軍規を抜き取る。〈漢辞海〉
┌旗を奪い取って敵に勝つ。〈新大字典〉
◇漢字ペディア小見出し
●H20-2㈥、
●H29-2㈥"
82,猜忌,さいき,猜む,"そね
ねた",◆１,"人の才能などをねたみ、きらうこと。また、その気持ち。〈漢字ペディア〉
◇漢字ペディア大見出し
●H20-2㈥"
83,噬臍,ぜいせい,噬む,か,◆１,"あとで後悔すること。臍(ほぞ)をかむこと。≒噬斉〈漢字ペディア〉
◇漢字ペディア大見出し
●H20-3㈥"
84,勠力,りくりょく,勠せる,あわ,◆１,"協力する｡〈漢字源〉
◇漢字ペディア小見出し
●H20-3㈥"
85,擣碪,とうちん,擣つ,う,◆１,"┌きぬたで衣をうつ。〈字源〉
┌きぬたの石。〈字通〉
┌着物を石や木の台にのせ、棒でたたいて生地を柔らかくする。きぬたを打つ。≒擣砧、擣衣〈漢辞海〉
◇漢字ペディア小見出し
●H20-3㈥"
86,推覈,すいかく,覈べる,しら,◆１,"┌いろいろとおしはかり調べること。罪状をくわしく問い調べること。〈大辞泉〉
┌おしきわめること。罪を取り調べること。〈新大字典〉
◇漢字ペディア下付き
●H20-3㈥"
87,指嗾,しそう,嗾す,そそのか,◆１,"人をそそのかすこと。けしかけること。≒教唆、使嗾〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-1㈥"
88,綢繆,ちゅうびゅう,綢う,まと,◆１,"1.巻きつくこと。もつれ合うこと。
2.結びしばること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-1㈥"
89,憔悴,しょうすい,憔れる,やつ,◆１,"心痛や病気のため、やせておとろえること。やつれること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-1㈥"
90,朝覲,ちょうきん,覲える,まみ,◆１,"1.中国で、臣下が参内して天子にお目にかかること。≒朝謁、朝見
2.天皇が、太上(ダイジョウ)天皇・皇太后の御所に行幸すること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-1㈥"
91,舂炊,しょうすい,舂く,"つ
うすづ",◆１,"┌米などを臼でつくことと、飯を炊くこと。食事の用意をすることをいう。〈漢辞海〉
┌うすつくと、かしぐと。〈字源〉
┌穀物をうすでつき、飯を炊く。食事の支度をすること。〈漢字源〉
◇漢字ペディア小見出し
●H21-2㈥"
92,褫魄,ちはく,褫う,うば,◆１,"たましいをうばうこと。心を驚かすこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-2㈥"
93,秉彝,へいい,秉る,"と
まも",◆１,"人が、天から与えられた正しい道を守ること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-3㈥"
94,嶷立,ぎょくりつ,嶷い,たか,◆１,"┌高くそびえ立つ。〈漢辞海〉
┌ひときわ高くそびえたつ。〈漢字源〉
┌高くぬきんで立つ。〈字源〉
◇漢字ペディア小見出し
●H21-3㈥"
95,窘迫,きんぱく,窘しむ,くる,◆１,"敵に追いつめられくるしむこと。さしせまられくるしむこと。≒困窮〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-3㈥"
96,麾扇,きせん,麾く,さしまね,◆１,"軍配(グンバイ)うちわ。大将が軍隊の指揮に用いたうちわ形の道具。≒軍扇〈漢字ペディア〉
◇漢字ペディア大見出し
●H22-1㈥"
97,懋戒,ぼうかい,懋める,つと,◆１,"つとめて身をつつしむこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H22-1㈥、H24-2㈥"
98,夐絶,けいぜつ,夐か,はる,◆１,"┌かけ隔たる。遥かに異なる。〈字通〉
┌1.高く、あるいは遠く隔たっているさま。
└2.超絶したさま。〈漢辞海〉
◇漢字ペディア小見出し
●H22-1㈥"
99,詆毀,ていき,詆る,そし,◆１,"そしること。人を悪く言うこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H22-2㈥"
100,富贍,"ふせん
ふうせん",贍りる,た,◆１,"財力や知識が富んで豊かなこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H22-2㈥"
101,婀娜,あだ,婀やか,たお,◆１,"美しくしとやかなさま。また、女性の粋(いき)で色っぽいさま。〈漢字ペディア〉
◇漢字ペディア大見出し
●H22-2㈥"
102,浹洽,しょうこう,浹し,あまね,◆１,"1.すみずみまで、広くゆきわたること。
2.互いにうちとけること。やわらいでむつまじい状態になること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H22-3㈥"
103,淬礪,さいれい,淬ぐ,にら,◆１,"┌≒淬厲
├1.刃物に焼きを入れ、とぎみがく。
└2.激励する。鍛える。〈漢辞海〉
┌1.刃物を研ぎ鍛える。
└2.転じて、自分の修養につとめる。≒礪淬、砥礪〈漢字源〉
◇漢字ペディア下付き
●H22-3㈥、H26-2㈥"
104,胎孕,たいよう,孕る,みごも,◆１,"┌子を身ごもること。妊娠。〈漢字源〉
┌みごもること。妊娠。〈大辞林〉
┌はらむ。妊娠する。〈漢辞海〉
●H22-3㈥"
105,輟食,てっしょく,輟める,"や
とど",◆１,"┌食事を中断する。悲しむさま、憤るさまをいう。〈漢辞海〉
┌食事を、途中でやめる。〈漢字源〉
┌食物を食いさしにする。〈字源〉
┌食物を食いさしにすること。〈新大字典〉
◇漢字ペディア小見出し
●H22-3㈥"
106,鄙吝,ひりん,吝い,しわ,◆１,"心がいやしくて、物惜しみすること。けちなこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H22-3㈥"
107,耘鋤,うんじょ,耘る,くさぎ,◆１,"┌1.すきやくわで土をまぜかえし、田畑を耕す。
└2.国土を平定する。〈新漢和大字典〉
┌くさぎり、すく。〈字源〉
┌1.雑草を取り除く。
├2.草刈りぐわ。
├3.農作業。
└4.国土を平定する。〈漢辞海〉
◇漢字ペディア下付き
●H23-1㈥"
108,奔軼,ほんいつ,軼ぎる,す,◆１,"┌すみやかに走りて前者に乗りこす。≒奔佚〈字源〉
┌奔逸する。〈字通〉
◇漢字ペディア小見出し
●H23-1㈥、H25-2㈥"
109,劬労,くろう,劬れる,つか,◆１,"苦労して働くこと。ほねおり疲れること。つかれきること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-1㈥"
110,賚予,らいよ,賚う,たま,◆１,"物をたまうこと。与えること。≒賚与〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-1㈥"
111,貽謀,いぼう,貽す,のこ,◆１,"子孫のためによい計画を残すこと。また、その計画。〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-2㈥"
112,澆漓,ぎょうり,澆い,うす,◆１,"人情が薄いこと。≒澆薄〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-2㈥"
113,箴諫,しんかん,箴める,いまし,◆１,"欠点を指摘していましめること。また、そのいましめ。〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-2㈥"
114,搏景,はくえい,搏つ,う,◆１,"「物の影をうつ」ということで、捕らえることのできないことのたとえ。また、手ごたえのないことのたとえ。≒搏影〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-2㈥"
115,悁悒,えんゆう,悒える,うれ,◆１,"┌憂えいきどおる。≒悁邑〈漢辞海〉
┌心がはればれしないさま。心が結ぼれるさま。≒悁邑〈漢字源〉
◇漢字ペディア小見出し
●H23-3㈥"
116,躋攀,せいはん,攀じる,よ,◆１,"よじのぼること。≒攀躋〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-3㈥"
117,勖厲,きょくれい,勖める,つと,◆１,"精を出して努めはげむこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-3㈥"
118,禳禱,じょうとう,禳う,はら,◆１,"┌神を祭って、幸いを祈る。〈漢辞海〉
┌神をまつって災いをはらい、幸いを祈ること。〈新漢和大字典〉
◇漢字ペディア小見出し
●H23-3㈥"
119,粥獄,いくごく,粥ぐ,ひさ,◆１,"金を取って裁判を手加減すること。〈新大字典〉
●H24-1㈥"
120,出售,しゅっしゅう,售る,う,◆１,"売る。〈字通〉
●H24-1㈥"
121,濬機,しゅんき,濬う,さら,◆１,"河中の土砂などをさらい上げる機械。〈新大字典〉
●H24-1㈥"
122,夭閼,ようあつ,閼ぐ,ふさ,◆１,"┌ふさぎとどむ。≒夭遏、雍閼〈字源〉
┌さえぎる。さえぎられて中断する。〈漢辞海〉
●H24-1㈥"
123,寤寐,ごび,寤める,さ,◆１,"目がさめていることと、眠ること。寝てもさめても。〈漢字ペディア〉
◇漢字ペディア大見出し
●H24-1㈥"
124,愧赧,きたん,赧める,あから,◆１,"深くはじて赤面すること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H24-2㈥"
125,覓句,べきく,覓める,もと,◆１,"┌詩人が良句を探し求める。苦吟する。〈漢辞海〉
┌詩を作るとき、苦心して良い句を探し求めること。〈漢字源〉
●H24-2㈥"
126,騁望,ていぼう,騁せる,は,◆１,"楽しんで見物すること。また、思う存分に眺めること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H24-2㈥"
127,遏密,あつみつ,遏める,"とど
と",◆１,"┌1.喪中、鳴り物を停止して静かにする。
├2.皇帝の喪に服す。
└3.皇帝の死。〈漢辞海〉
┌1.諒闇の時に音楽を禁止すること。鳴物停止（なりものちょうじ）。
└2.静かにさせること。〈日本国語大辞典〉
●H24-3㈥"
128,懿風,いふう,懿い,よ,◆１,"┌立派な風習。よいならわし。〈漢辞海〉
┌立派な風習。よいならわし。〈漢字源〉
●H24-3㈥"
129,泓量,おうりょう,泓い,ふか,◆１,"┌深く水かさがある。〈字源〉
┌深くて水かさのあること。〈漢字源〉
◇漢字ペディア小見出し
●H24-3㈥"
130,銓衡,せんこう,銓る,はか,◆１,"≒選考〈漢字ペディア〉
◇漢字ペディア大見出し
●H24-3㈥"
131,釐務,りむ,釐める,おさ,◆１,"事務をおさめること。特に、国司などの執務をいう。〈日本国語大辞典〉
●H24-3㈥"
132,惆悵,ちゅうちょう,惆む,"うら
いた",◆１,"うらみ嘆くこと。残念がり悲しむこと。また、そのさま。〈漢字ペディア〉
◇漢字ペディア大見出し
●H25-1㈥"
133,摶飯,たんぱん,摶める,まる,◆１,"┌飯を手でまるめる。また、握り飯。〈新漢和大字典〉
┌1.飯を手でまるめる。
└2.握り飯。〈漢辞海〉
◇漢字ペディア小見出し
●H25-1㈥、H27-1㈥"
134,迥迥,けいけい,迥か,はる,◆１,"┌遥かに遠いさま。ぽつんと遠くに孤立するさま。≒迥然
┌遠きさま。〈字源〉
◇漢字ペディア小見出し
●H25-1㈥"
135,芟鋤,"さんじょ
せんじょ",芟る,か,◆１,"1.草を刈り取り、根をくわで掘り取る。
2.反乱や賊を平定すること。〈漢字源〉
●H25-1㈥"
136,惻怛,そくだつ,怛む,いた,◆１,"悲しみいたむこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H25-2㈥、H28-1㈥"
137,譖言,しんげん,譖る,そし,◆１,"┌1.悪口をいう。
└2.悪口。〈漢辞海〉
┌そしることば。悪口のこと。〈漢字源〉
●H25-2㈥"
138,盪滌,とうでき,盪う,あら,◆１,"┌洗い落とす。特に、悪い制度などを除き去ることを言う。〈漢辞海〉
┌たっぷり水をかけて洗いすすぐ。〈漢字源〉
◇漢字ペディア小見出し
●H25-3㈥"
139,箴規,しんき,箴める,いまし,◆１,"┌1.いましめ。
└2.いましめただす。〈字源〉
┌いましめ。また、いましめただす。〈漢字源〉
●H25-3㈥"
140,説懌,えつえき,懌ぶ,よろこ,◆１,"よろこぶこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H25-3㈥"
141,愒陰,かいいん,愒る,むさぼ,◆１,"日月をむさぼる。〈字通〉
●H25-3㈥"
142,邀討,ようとう,邀える,むか,◆１,"┌むかえ撃つ。敵の来るのを待ち伏せして攻撃する。≒邀撃〈漢辞海〉
┌敵兵をむかえうつ。≒邀擊
┌敵の来そうなところに俟ちうけていて撃つ。むかえうつ。≒要撃、邀撃〈漢字源〉
●H26-1㈥"
143,螫齧,せきげつ,螫す,さ,◆１,"さし、かむ。〈字通〉
●H26-1㈥"
144,斫営,しゃくえい,斫る,き,◆１,"┌敵陣を攻撃する。〈漢辞海〉
┌不意を突いて敵の陣営にきりこむこと。〈新大字典〉
●H26-1㈥"
