11,浮塵子,◆１,うんか,,"ウンカ科の昆虫の総称。セミに似るが、体長約五（ミリメートル）と小さい。大群をなして飛ぶ。イネやムギなどの害虫。〈漢字ペディア〉
●H06-3㈤、H12-3㈤、H16-2㈤、H20-1㈤、H28-2㈤",
12,梭魚,◆１,かます,,"カマス科の海魚の総称。＝梭子魚、魳〈漢字ペディア〉
●H12-1㈤",
13,梭子魚,◆１,かます,,"カマス科の海魚の総称。＝梭魚、魳〈漢字ペディア〉
●H18-1㈤",
14,天牛,◆１,かみきりむし,,"カミキリムシ科の甲虫の総称。体は細長く、触角はきわめて長い。頑丈な大あごがあり、枝などをかみ切る。＝髪切虫〈漢字ペディア〉
●H05-2㈤、H12-1㈤、H19-1㈤、H21-2㈤、H24-3㈤",
15,柳葉魚,◆１,ししゃも,,"キュウリウオ科の海魚。北海道南東部の沿岸にすむ。ワカサギに似て、体は細長い。産卵期に大群で川をのぼる。多くは干物にして食べる。〈漢字ペディア〉
●H06-2㈤、H11-1㈤、H14-2㈤、H19-1㈤、H23-3㈤",
16,腁胝,◆１,たこ,,"#＝腁、胝
1.皮膚の一部分が繰り返し同じ刺激を受け、固く盛り上がったもの。
2.同じことの繰り返しで、感じなくなること。〈漢字ペディア〉
●H24-1㈤",
17,三和土,◆１,たたき,,"土やコンクリートで固めた台所や玄関の土間。〈漢字ペディア〉
●H07-3㈤、H13-3㈤、H18-3㈤、H22-1㈤、H26-3㈤",
18,花楸樹,◆１,ななかまど,,"バラ科の落葉小高木。＝七竈〈漢字ペディア〉
●H09-1㈤、H13-2㈤、H15-2㈤、H18-1㈤、H21-2㈤",
19,海鼠,◆１,なまこ,,"ナマコ類の棘皮（キョクヒ）動物の総称。海底にすむ。体は円筒形で、背にいぼのような突起が多数ある。食用。〈漢字ペディア〉
●H16-3㈤、H18-3㈤、H26-1㈤",
20,沙魚,◆１,はぜ,,"ハゼ科の魚の総称。＝鯊、蝦虎魚〈漢字ペディア〉
●H05-2㈤",
21,蝦虎魚,◆１,はぜ,,"ハゼ科の魚の総称。＝鯊、沙魚〈漢字ペディア〉
●H24-3㈤、H28-1㈤、H30-2㈤",
22,羊栖菜,◆１,ひじき,,"褐藻類ホンダワラ科の海藻。＝鹿尾菜、鹿角菜〈漢字ペディア〉
●H04-1㈤、H05-2㈤、H10-1㈤、H14-3㈤、H16-2㈤",
23,翻筋斗,◆１,もんどり,,"飛び上がって空中で一回転すること。とんぼがえり。〈漢字ペディア〉
●H13-2㈤、H15-1㈤、H17-3㈤、H19-2㈤、H26-1㈤",
24,豪猪,◆１,やまあらし,,"ヤマアラシ科の哺乳（ホニュウ）動物の総称。南北アメリカにすむ。体と尾の上面にとげ状の硬い毛があり、敵から身を守る。＝山荒〈漢字ペディア〉
●H12-1㈤、H17-2㈤、H21-1㈤、H22-3㈤、H24-2㈤",
25,坩堝,◆１,るつぼ,,"1.金属などを入れて溶かす耐熱性の容器。
2.大勢の人が熱狂した状態のたとえ。
3.種々のものが入り混じる状態のたとえ。〈漢字ペディア〉
●H10-2㈤、H16-1㈤",
26,糸葱,◆１,あさつき,,"ユリ科の多年草。＝浅葱〈漢字ペディア〉
●H19-2㈤、H22-3㈤、H24-3㈤、H28-3㈤",
27,信天翁,◆１,あほうどり,,"アホウドリ科の鳥。乱獲で減り、伊豆諸島の鳥島でのみ繁殖。翼を広げると二（メートル）をこす。全体に白色で、翼と尾羽の先端は黒褐色。特別天然記念物。国際保護鳥。＝阿房鳥〈漢字ペディア〉
●H06-2㈤、H17-2㈤、H20-1㈤、H28-3㈤",
28,醬蝦,◆１,あみ,,"アミ科の甲殻類の総称。ほとんどは海産で、一部湖にすむ。形はエビに似るが、体長は一（センチメートル）ほど。つくだ煮などにして食用にするほか、魚のまき餌（え）にする。＝糠蝦〈漢字ペディア〉
●H09-1㈤、H13-2㈤、H15-1㈤、H22-1㈤",
29,以色列,◆１,いすらえる,,"アジア南西部の地中海沿岸にある共和国。アラブ諸国に囲まれ紛争が絶えない。首都はエルサレム（国際的には未承認）。〈漢字ペディア〉
●H04-1㈤、H10-2㈤、H13-2㈤、H29-2㈤",
30,覆盆子,◆１,いちご,,"バラ科の落葉小低木または多年草の総称。＝苺〈漢字ペディア〉
●H06-1㈤、H13-2㈤、H20-1㈤、H24-3㈤",
31,鳶尾,◆１,いちはつ,,"アヤメ科の多年草。中国原産。葉は剣形。晩春、紫色や白色のアヤメのような花をつける。＝一八、鴟尾草〈漢字ペディア〉
●H07-3㈤、H11-3㈤、H23-1㈤、H25-2㈤",
32,海参,◆１,いりこ,,"ナマコの腸（はらわた）を取り除き、ゆでて干したもの。中国料理の高級材料。ほしこ。ほしなまこ。＝熬海鼠、煎海鼠〈漢字ペディア〉
●H06-3㈤、H18-1㈤、H20-1㈤、H22-2㈤",
33,裲襠,◆１,うちかけ,,"江戸時代、武家の女性の礼服。帯を締めた上からかけるように着る、丈の長い小袖（こそで）。現在も花嫁衣装として用いる。＝打掛〈漢字ペディア〉
●H14-3㈤、H17-1㈤、H19-3㈤、H22-1㈤",
34,善知鳥,◆１,うとう,,"ウミスズメ科の鳥。北日本の沿岸や小島にすむ。ハトぐらいの大きさ。背と胸は黒褐色、腹は白色。くちばしはだいだい色で、繁殖期には上部に突起ができる。〈漢字ペディア〉
●H07-1㈤、H11-3㈤、H16-3㈤、H20-1㈤",
35,後朝,◆１,きぬぎぬ,,"#＝衣衣
1.男女が共寝をした翌朝。
2.愛し合った男女の別れ。夫婦の離別。〈漢字ペディア〉
●H14-2㈤、H18-2㈤、H28-3㈤",
36,胡頽子,◆１,ぐみ,,"グミ科の植物の総称。＝茱萸〈漢字ペディア〉
●H05-2㈤、H15-3㈤、H17-3㈤、H19-3㈤",
37,慈姑,◆１,くわい,,"オモダカ科の多年草。中国原産。水田で栽培。葉はやじり形。地下の球茎に芽が出ていることから縁起をかついで正月などに食べる。〈漢字ペディア〉
●H11-3㈤、H14-3㈤、H18-3㈤、H26-3㈤",
38,蝙蝠,◆１,こうもり,,"1.翼手目の哺乳（ホニュウ）動物の総称。顔はネズミに似る。前肢の指の間に飛膜があり、空中を飛ぶ。昼間は暗い所にぶら下がっていて、夜間に活動する。カワホリ。
2.「蝠傘」の略。
3.①が鳥か獣か区別しにくいことから、どっちつかずの態度をとる人のたとえ。〈漢字ペディア〉
●H16-2㈤",
39,蜚蠊,◆１,ごきぶり,あぶらむし,"ゴキブリ科の昆虫の総称。体は平たくて楕円（ダエン）形。多くは黒褐色で、油を塗ったような光沢がある。夜間に活動する。アブラムシ。〈漢字ペディア〉
●H10-3㈤、H15-1㈤、H21-1㈤、H24-2㈤",
40,牛尾魚,◆１,こち,,"コチ科の海魚。暖海の砂底にすむ。上下に平たく、頭と口は大きく、尾は細い。食用。＝鯒、鮲〈漢字ペディア〉
●H18-3㈤、H21-3㈤、H25-1㈤、H27-3㈤",
41,顳顬,◆１,こめかみ,,"耳の上方、目じりのわきで、物をかむと動く部分。＝蟀谷〈漢字ペディア〉
●H10-3㈤、H13-2㈤、H16-2㈤",
42,蟀谷,◆１,こめかみ,,"耳の上、目じりのわきの、物をかむと動く部分。＝顳顬〈漢字ペディア〉
●H15-3㈤、H19-2㈤、H21-3㈤、H25-3㈤",
43,吃逆,◆１,しゃっくり,,"横隔膜がけいれんを起こし、急に空気を吸いこむことで声門が開き音を発する現象。＝噦り〈漢字ペディア〉
●H16-3㈤、H18-3㈤、H21-1㈤、H23-1㈤",
44,踏鞴,◆１,たたら,,"#＝蹈鞴
出典不明。
●H15-1㈤、H18-1㈤、H21-3㈤、H30-1㈤",
45,黄楊,◆１,つげ,,"ツゲ科の常緑低木。暖地の山地に自生。葉は楕円（ダエン）形で革質。材は黄色で堅く、櫛（くし）・将棋の駒（こま）・版木などに用いる。＝柘植〈漢字ペディア〉
●H04-1㈤、H06-1㈤、H16-2㈤、H18-1㈤",
46,紅娘,◆１,てんとうむし,,"テントウムシ科の甲虫の総称。＝瓢虫、天道虫〈漢字ペディア〉
●H09-1㈤、H15-2㈤、H19-2㈤、H21-1㈤",
47,石竜子,◆１,とかげ,,"トカゲ科の爬虫（ハチュウ）類の総称。＝蝘蜓、石竜子〈漢字ペディア〉
●H05-2㈤、H15-3㈤、H18-3㈤、H25-1㈤",
48,熨斗,◆１,のし,,"#＝熨
1.「火熨斗（ひのし）」の略。炭火の熱でしわをのばす器具。
2.「熨斗鮑（のしあわび）」の略。
3.②の形式化したもの。紅白の色紙を折り、熨斗鮑に模した黄色い紙を入れて進物に添える。印刷したものや「のし」と書いて代用するものもある。〈漢字ペディア〉
●H07-2㈤、H09-1㈤、H20-1㈤、H25-1㈤",
49,飯匙倩,◆１,はぶ,,"クサリヘビ科のヘビ。＝波布〈漢字ペディア〉
●H12-2㈤、H15-3㈤、H19-2㈤、H23-3㈤",
50,只管,◆１,ひたすら,,"そのことだけに専心するさま。いちずに。＝一向〈漢字ペディア〉
●H20-2㈤",
51,天鵝絨,◆１,びろーど,,"毛を立たせた毛羽（けば）などで表面を覆った、柔らかくなめらかな織物。ベルベット。〈漢字ペディア〉
●H07-3㈤、H15-1㈤、H17-1㈤、H30-3㈤",
52,風信子,◆１,ひやしんす,,"ユリ科の多年草。地中海沿岸原産。葉は鱗茎（リンケイ）から出て広線形。春、香りのよい赤・青・紫・白色などのラッパ形の花を総状につける。ニシキユリ。〈漢字ペディア〉
●H06-2㈤、H16-1㈤、H22-1㈤、H27-1㈤",
53,海蘿,◆１,ふのり,,"紅藻類フノリ科の海藻の総称。＝布海苔〈漢字ペディア〉
●H17-3㈤、H23-1㈤、H26-1㈤、H30-3㈤",
54,酸漿,◆１,ほおずき,,"#＝鬼灯
1.ナス科の多年草。観賞用に庭に植える。初夏、白色の花をつけ、袋状の萼（ガク）に包まれた球形の果実を結ぶ。赤く熟した果実の種を取り除き、口で鳴らして遊ぶ。
2.子どもが口に入れて鳴らすおもちゃ。〈漢字ペディア〉
●H04-1㈤、H05-1㈤、H13-2㈤、H16-1㈤",
55,蜀魂,◆１,ほととぎす,,"ホトトギス科の鳥。＝鵑、杜鵑、杜宇、不如帰、子規、時鳥、郭公、蜀魄、霍公鳥、沓手鳥〈漢字ペディア〉
●H14-1㈤、H16-1㈤、H26-2㈤、H07-3㈤",
56,小火,◆１,ぼや,,"ごく一部が燃えただけで、大事に至る前に消し止めた火事。〈漢字ペディア〉
●H15-3㈤、H20-2㈤、H23-2㈤",
57,珠鶏,◆１,ほろほろちょう,,"ホロホロチョウ科の鳥。アフリカ原産。体は丸く、黒地に細かい白斑（ハクハン）がある。顔や首は裸出し、頭上に赤い突起がある。食用。〈漢字ペディア〉
●H18-2㈤、H22-3㈤、H25-1㈤、H27-2㈤",
58,木天蓼,◆１,またたび,,"マタタビ科のつる性落葉低木。山地に自生。夏、ウメに似た白い花を開く。果実は先のとがった長楕円（ダエン）形で、黄熟し食用・薬用。茎・葉・実ともネコが好む。ナツウメ。〈漢字ペディア〉
●H09-3㈤、H12-1㈤、H19-1㈤、H30-3㈤",
59,翻車魚,◆１,まんぼう,うき,"マンボウ科の海魚。暖海にすむ。全長約四（メートル）。卵形で縦に平たく、胴が途中で切れたような形をしている。食用。ウキギ。〈漢字ペディア〉
●H09-1㈤、H12-2㈤、H14-2㈤、H20-2㈤",
60,木乃伊,◆１,みいら,,"死体が、腐らず原形に近い形を保って乾燥し固まったもの。天然のものと人工のものとがある。〈漢字ペディア〉
●H12-3㈤、H16-2㈤、H21-2㈤",
61,蚯蚓,◆１,みみず,,"貧毛類の環形動物の総称。細長い円筒形で、地中にすむ。釣り餌（え）や生薬に用いる。＝蚓〈漢字ペディア〉
●H06-2㈤、H11-2㈤、H22-2㈤、H25-3㈤",
62,木槿,◆１,むくげ,もくげ,"アオイ科の落葉低木。もくげ。＝槿、舜、蕣〈漢字ペディア〉
●H06-2㈤、H17-2㈤",
63,水雲,◆１,もずく,,"褐藻類モズク科の海藻。内海でホンダワラなどの海藻に付着して生育。茶褐色の糸状で、やわらかくぬるぬるしている。食用。モクズ。＝海蘊、海雲〈漢字ペディア〉
●H14-3㈤、H16-3㈤、H20-3㈤、H23-2㈤",
64,馬陸,◆１,やすで,,"ヤスデ目の節足動物の総称。陰湿地にすむ。体はムカデに似る。触れるとまるくなり、臭気を放つ。ゼニムシ。エンザムシ。オサムシ。〈漢字ペディア〉
●H18-2㈤、H25-1㈤、H27-3㈤、H29-2㈤",
65,海驢,◆１,あしか,,"アシカ科の哺乳（ホニュウ）動物の総称。太平洋に広く分布。足はひれ状で、オットセイに似る。一夫多妻で群れをなしてすむ。＝葦鹿、海馬〈漢字ペディア〉
●H13-2㈤、H15-2㈤、H19-1㈤",
66,翌檜,◆１,あすなろ,,"ヒノキ科の常緑高木。日本特産で、山地に自生。葉はヒノキに似るが、やや大きくうろこ状に重なる。材は建築や家具などに利用。ヒバ。アテ。＝羅漢柏〈漢字ペディア〉
●H05-1㈤、H05-2㈤、H17-1㈤",
67,玉筋魚,◆１,いかなご,,"イカナゴ科の海魚。浅海にすむ。体長は約二〇（センチメートル）で、細長く、銀白色。幼魚はつくだ煮にする。コウナゴ。＝梭魚子〈漢字ペディア〉
●H18-2㈤、H24-1㈤、H27-1㈤",
68,鶏魚,◆１,いさき,いさぎ,"イサキ科の海魚。本州中部以南の沿岸に分布。全体に暗緑褐色で、幼魚は黄褐色の縦線が三本ある。釣り魚として人気があり、夏に美味。＝伊佐木〈漢字ペディア〉
●H20-3㈤、H24-2㈤、H27-2㈤",
69,虎杖,◆１,いたどり,,"タデ科の多年草。山野に自生。葉は先のとがった卵形。若芽は酸味があり、食用になる。スカンポ。〈漢字ペディア〉
●H05-2㈤、H12-3㈤、H21-3㈤",
70,映日果,◆１,いちじく,,"クワ科の落葉小高木。＝無花果〈漢字ペディア〉
●H16-3㈤、H19-1㈤、H27-2㈤",
71,鴨脚樹,◆１,いちょう,,"イチョウ科の落葉高木。＝公孫樹、銀杏〈漢字ペディア〉
●H04-1㈤、H24-2㈤、H30-1㈤",
72,豆娘,◆１,いととんぼ,,"イトトンボ科のトンボの総称。＝糸蜻蛉〈漢字ペディア〉
●H17-1㈤、H19-3㈤、H26-2㈤",
73,嘉魚,◆１,いわな,,"サケ科の淡水魚。＝岩魚、鮇〈漢字ペディア〉
●H23-2㈤、H26-1㈤、H29-2㈤",
74,蠎蛇,◆１,うわばみ,,"#＝蠎
1.巨大なヘビの俗称。大蛇。おろち。
2.大蛇は物を多量にのみこむことから、大酒飲みのたとえ。〈漢字ペディア〉
●H12-3㈤、H15-1㈤、H17-3㈤",
75,車前草,◆１,おおばこ,,"オオバコ科の多年草。道端に自生。葉は大きな卵形で根生する。夏、白い小花を穂状につける。葉と種子は薬用。カエルバ。＝車前、大葉子〈漢字ペディア〉
●H06-2㈤、H14-3㈤、H23-2㈤",
76,沢瀉,◆１,おもだか,,"オモダカ科の多年草。水田や池沼に自生。葉はやじり形で長い柄がある。夏、白色の三弁花をつける。塊茎は薬用。ハナグワイ。＝面高〈漢字ペディア〉
●H11-3㈤、H17-2㈤、H19-2㈤",
77,梅花皮,◆１,かいらぎ,,"#＝鰄
1.ウメの花形の粒状の突起がある魚の皮。刀の柄（つか）や鞘（さや）の装飾用。
2.表面が①のような陶磁器。〈漢字ペディア〉
●H24-1㈤、H25-3㈤、H30-1㈤",
78,杜若,◆１,かきつばた,,"アヤメ科の多年草。湿地に自生。アヤメに似るが、葉は幅広く脈は目立たない。初夏、濃紫色の美しい花をつける。カオヨバナ。＝燕子花〈漢字ペディア〉
●H05-1㈤、H10-2㈤",
79,飛白,◆１,かすり,,"かすったような模様をところどころに入れた織物や染物。また、その模様。＝絣、綛、纃〈漢字ペディア〉
●H17-3㈤、H20-3㈤、H23-1㈤",
80,酢漿草,◆１,かたばみ,,"カタバミ科の多年草。道端に自生。葉はハートを三個合わせたような複葉。春から秋、黄色の花が咲く。＝鳩酸草、酸漿草〈漢字ペディア〉
●H04-1㈤、H05-2㈤、H29-3㈤",
81,金糸雀,◆１,かなりあ,,"アトリ科の小鳥。大西洋カナリア諸島原産。ふつう黄色で、姿・声とも美しい。観賞用に飼育。＝時戻雀〈漢字ペディア〉
●H07-1㈤、H21-1㈤、H25-3㈤",
82,椿象,◆１,かめむし,,"カメムシ科の昆虫の総称。体は平たく、カメの甲に似る。触ると悪臭を放つ。農作物の害虫。クサガメ。ヘッピリムシ。＝亀虫〈漢字ペディア〉
●H07-1㈤、H27-1㈤、H30-2㈤",
83,縹緻,◆１,きりょう,,"顔だち。みめ。容姿。＝器量〈漢字ペディア〉
●H17-2㈤、H21-1㈤、H23-2㈤",
84,水鶏,◆１,くいな,,"クイナ科の鳥の総称。世界中に分布。日本にはヒクイナ・ヒメクイナ・ヤンバルクイナなどがいる。鳴き声を古来詩歌に「たたく」と形容されたのはヒクイナ。＝秧鶏〈漢字ペディア〉
●H06-2㈤、H09-2㈤、H14-1㈤",
85,罌粟,◆１,けし,,"ケシ科の二年草。＝芥子、罌子粟〈漢字ペディア〉
●H10-2㈤、H15-1㈤、H18-3㈤",
86,螻蛄,◆１,けら,,"ケラ科の昆虫。地中にすむ。体長は三（センチメートル）ほどで、黒褐色。前あしは大きく、土を掘るのに適す。おけら。「ジー」と鳴く。＝螻〈漢字ペディア〉
●H14-3㈤、H19-1㈤",
87,二合半,◆１,こなから,,"半分の半分。四分の一。また、特に一升の四分の一、二合五勺（シャク）をいう。＝小半〈漢字ペディア〉
●H22-1㈤、H24-3㈤、H30-2㈤",
88,辛夷,◆１,こぶし,,"モクレン科の落葉高木。山野に自生。早春、葉より先に芳香のある大きな白色の六弁花が咲く。ヤマアララギ。＝拳〈漢字ペディア〉
●H04-1㈤、H11-1㈤、H14-1㈤",
89,皁莢,◆１,さいかち,,"1.マメ科の落葉高木。山野に自生。幹や枝にとげがある。夏、黄緑色の小花を穂状につけ、少しねじれたさやを結ぶ。豆果はせっけんの代用とした。
2.「皁莢虫」の略。①の樹液を好むことから、カブトムシの別称。〈漢字ペディア〉
●H08-1㈤、H20-1㈤、H23-3㈤",
90,拳螺,◆１,さざえ,,"リュウテンサザエ科の巻貝。＝栄螺、蠑螺〈漢字ペディア〉
●H09-3㈤、H15-2㈤、H20-3㈤",
91,朱欒,◆１,ざぼん,,"ミカン科の常緑小高木。インドシナ半島原産。暖地で栽培。果皮は黄色で厚く、砂糖漬けにする。食用。ボンタン。ブンタン。ザンボア。＝香欒〈漢字ペディア〉
●H07-1㈤、H12-2㈤、H19-1㈤",
92,細魚,◆１,さより,,"サヨリ科の海魚。近海にすむ。体は細長く青緑色で、下あごが長く突き出ている。肉は淡泊で美味。＝針魚〈漢字ペディア〉
●H05-2㈤、H13-1㈤、H21-3㈤",
93,香蕈,◆１,しいたけ,,"シメジ科のキノコ。＝椎茸〈漢字ペディア〉
●H15-1㈤、H17-2㈤、H20-1㈤",
94,蝦蛄,◆１,しゃこ,,"シャコ科の甲殻類。浅い海の底に穴を掘ってすむ。形はエビに似る。食用。＝青竜蝦〈漢字ペディア〉
●H16-1㈤、H22-3㈤、H25-1㈤",
95,生絹,◆１,すずし,,"練らないままの生糸で織った布。薄くて軽く、夏の衣服に用いる。⇔練絹（ねりぎぬ）〈漢字ペディア〉
●H19-2㈤、H23-3㈤、H25-2㈤",
96,掏摸,◆１,すり,,"人ごみなどで人が身につけている金品を、本人に気づかれずに抜き取ること。また、その者。巾着（キンチャク）切り。＝掏児〈漢字ペディア〉
●H12-3㈤、H22-3㈤",
97,大口魚,◆１,たら,,"タラ科の海魚の総称。＝鱈〈漢字ペディア〉
●H05-2㈤、H20-1㈤、H22-2㈤",
98,縮緬,◆１,ちりめん,,"絹織物の一種。縦糸によりのない生糸、横糸によりの強い生糸を使い平織りにした後、ソーダをまぜたせっけん液で煮沸し縮ませたもの。〈漢字ペディア〉
●H16-1㈤",
99,天蚕糸,◆１,てぐす,てぐすいと,"テグスサンの幼虫の分泌物で作った透明な糸。多く、釣り糸に用いる。〈漢字ペディア〉
●H23-3㈤、H26-2㈤、H17-2㈤",
100,蕃椒,◆１,とうがらし,,"ナス科の一年草。＝唐辛子、唐芥子〈漢字ペディア〉
●H06-1㈤、H13-3㈤、H25-2㈤",
101,木賊,◆１,とくさ,,"トクサ科の多年草。山中の湿地に自生。茎は円柱形で直立し、縦に多数のみぞがありざらつく。夏、ツクシに似た胞子穂（ホウシスイ）をつける。物をみがくのに用いる。＝砥草〈漢字ペディア〉
●H16-2㈤、H18-1㈤、H25-3㈤",
102,瓊脂,◆１,ところてん,,"海藻のテングサを煮て型に流しこんだ食品。酢醬油（すジョウユ）などで食べる。＝心太〈漢字ペディア〉
●H18-3㈤、H20-2㈤、H27-1㈤",
103,合歓,◆１,ねむ,"ねぶ
ねむのき","マメ科の落葉高木。山野に自生。葉は羽状複葉。夏、枝先に頭花をつけ、紅色の雄しべが美しい。ネム。ネブ。＝合歓木〈漢字ペディア〉
●H06-2㈤、H04-1㈤、H12-2㈤",
104,黄櫨,◆１,はぜ,"はじ
はぜのき","ウルシ科の落葉高木。暖地に自生。初夏、黄緑色の花を多数つけ、楕円（ダエン）形の実を結ぶ。実から（ロウ）をとる。紅葉が美しい。ハゼ。リュウキュウハゼ。〈漢字ペディア〉
●H05-1㈤",
105,鹿尾菜,◆１,ひじき,,"褐藻類ホンダワラ科の海藻。各地の沿岸の岩上に付着して生育。茎状部は円柱形で、羽状に枝分かれしている。乾燥させて食用とする。＝鹿角菜、羊栖菜〈漢字ペディア〉
●H11-2㈤、H18-1㈤、H21-3㈤",
106,告天子,◆１,ひばり,,"ヒバリ科の小鳥。＝雲雀、叫天子、叫天雀〈漢字ペディア〉
●H05-2㈤、H21-2㈤、H26-1㈤",
107,金翅雀,◆１,ひわ,,"アトリ科の小鳥の総称。＝鶸〈漢字ペディア〉
●H25-1㈤、H26-3㈤、H30-1㈤",
108,孑孒,◆１,ぼうふら,ぼうふり,"カの幼虫。水たまりにすむ。体長は約五（ミリメートル）。棒状でくねくねと動きながら上下する。ぼうふり。＝孑孑、棒振〈漢字ペディア〉
●H07-2㈤、H17-1㈤、H19-3㈤",
109,鬼灯,◆１,ほおずき,,"ナス科の多年草。＝酸漿〈漢字ペディア〉
●H05-2㈤、H17-3㈤、H20-3㈤",
110,海鞘,◆１,ほや,,"ホヤ類の原索（ゲンサク）動物の総称。海中の岩などに固着。赤茶色の厚い皮でおおわれ、食用になるものもある。＝老海鼠〈漢字ペディア〉
●H12-3㈤、H16-1㈤、H21-1㈤",
111,驀地,◆１,まっしぐら,,"勢いよく目的に向かって進むさま。〈漢字ペディア〉
●H13-1㈤、H22-1㈤",
112,鷦鷯,◆１,みそさざい,,"ミソサザイ科の小鳥。渓流沿いにすむ。日本の鳥の中で最小で、全長約七（センチメートル）。全体に濃い茶色。短い尾を立てて飛び、クモなどを捕食。＝溝三歳、巧婦鳥〈漢字ペディア〉
●H04-1㈤、H21-3㈤、H30-3㈤",
113,木菟,◆１,みみずく,ずく,"フクロウ科の鳥のうち、頭に耳状の羽毛をもつものの総称。ふつう、オオコノハズクを指す。夜間活動し、小動物を捕食。ツクトリ。＝角鴟〈漢字ペディア〉
●H13-1㈤、H14-2㈤、H08-3㈤",
114,水蠆,◆１,やご,やまめ,"トンボ類の幼虫。田や池などにすみ、小動物を捕食。羽化まで一～三年かかる。〈漢字ペディア〉
●H09-2㈤、H18-1㈤、H25-2㈤",
115,赤楝蛇,◆１,やまかがし,,"ヤマカガシ科のヘビ。水辺や水田の周辺に多くすむ。背は褐色に黒斑（コクハン）が散在し、側面には紅色の斑点がある。有毒。＝山楝蛇〈漢字ペディア〉
●H22-1㈤、H27-2㈤、H29-3㈤",
116,虎耳草,◆１,ゆきのした,,"ユキノシタ科の多年草。湿地に自生。全体に細毛があり、葉は厚く腎臓形。初夏、白色の五弁花をつける。葉は腫物（はれもの）や火傷（やけど）などの民間薬となる。＝雪の下〈漢字ペディア〉
●H06-1㈤、H13-3㈤、H25-3㈤",
117,羊駝,◆１,らま,,"ラクダ科の哺乳（ホニュウ）動物。南米のアンデス山地で家畜として飼育。背にこぶはなく、体高は一・二（メートル）ほど。荷物の運搬に用いる。肉は食用。アメリカラクダ。リャマ。〈漢字ペディア〉
●H17-3㈤、H23-2㈤、H28-1㈤",
118,檸檬,◆１,れもん,,"ミカン科の常緑低木。インド原産。果実は楕円（ダエン）形で、緑色から淡黄色に熟す。香りが高く、酸味が強い。果汁はビタミンＣなどに富む。〈漢字ペディア〉
●H13-1㈤、H15-3㈤、H20-3㈤",
119,公魚,◆１,わかさぎ,,"キュウリウオ科の淡水魚。全長約一五（センチメートル）。背は淡青色で、腹は銀白色。結氷した湖での穴釣りは有名。食用。＝若鷺、鰙〈漢字ペディア〉
●H15-3㈤、H18-1㈤、H23-1㈤",
120,華盛頓,◆１,わしんとん,,"アメリカ合衆国の首都。州に入らず、コロンビア特別区をつくる。国会議事堂・ホワイトハウスなどがある。＝華府〈漢字ペディア〉
●H09-2㈤、H12-3㈤、H29-1㈤",
121,白地,◆１,あからさま,,"隠さずありのまま。はっきり。おおっぴら。〈漢字ペディア〉
●H19-3㈤、H21-3㈤",
