11,蛙鳴____,あめいせんそう,◆１,蟬噪,蝉噪,＊『韓愈-平淮西碑儲欣評』,"➡蛙鳴蟬噪／蛙鳴蝉噪（あめいせんそう）
役に立たない議論や、内容に乏しく下手な文章。〈漢検四字熟語辞典〉
★蛙や蟬がやかましく鳴き噪(ｻﾜ)ぐように、うるさいばかりでなんの役にも立たないという意味が転じたもの。
類：蛙鳴雀噪（あめいじゃくそう）／類：驢鳴犬吠（ろめいけんばい）／類：蟬噪蛙鳴（せんそうあめい）
●H04-1㈣書／●H12-3㈣書／●H15-2㈣書",
12,____讒謗,ばりざんぼう,◆１,罵詈,,＊『当世書生気質･一〇』,"➡罵詈讒謗（ばりざんぼう）
ありとあらゆる悪口をいうこと。〈漢検四字熟語辞典〉
★「罵詈」は、口汚く相手をののしること。
★「讒謗」は、そしる意。
類：悪口雑言（あっこうぞうごん）／類：讒謗罵詈（ざんぼうばり）／類：罵詈雑言（ばりぞうごん）／類：悪口罵詈（あっこうばり）
●H14-3㈣書",
13,横行____,おうこうかっぽ,◆１,闊歩,濶歩,＊『夏目漱石-吾輩は猫である』,"➡横行闊歩／横行濶歩（おうこうかっぽ）
威張って気ままに歩き回ること。多く悪人に対していう。〈漢検四字熟語辞典〉
★「横行」は、我が物顔にふるまうこと。
★「闊歩」は、堂々と歩くこと、威張って行動すること。
類：横行覇道（おうこうはどう）／類：横行跋扈（おうこうばっこ）／類：跳梁跋扈（ちょうりょうばっこ）／類：飛揚跋扈（ひようばっこ）
●H15-3㈣書／●H21-1㈣書",
14,豪華____,ごうかけんらん,◆１,絢爛,,＊『火野葦平-赤い国の旅人･四月三〇日』,"➡豪華絢爛（ごうかけんらん）
まばゆいほど美しく、華やかで贅沢なさま。〈漢検四字熟語辞典〉
★「豪華」は、贅沢で華やかなこと。
★「絢爛」は、目がくらむほど美しい意。
類：絢爛豪華（けんらんごうか）／類：絢爛華麗（けんらんかれい）／類：錦繡綾羅（きんしゅうりょうら）
●H21-2㈣書",
15,造次____,ぞうじてんぱい,◆１,顚沛,顛沛,＊『論語-里仁』,"➡造次顚沛／造次顛沛（ぞうじてんぱい）
あわただしいとき。とっさのとき。〈漢検四字熟語辞典〉
★「造次」は、あわただしい時。
★「顚沛」は、つまずき倒れることの異で、それくらい短い時間のこと。
●H09-3㈣書／●H13-3㈣書／●H16-1㈣書／●H17-3㈣書／●H20-1㈣書／●H23-1㈣書／●H25-1㈣書／●H28-3㈣書",
16,百花____,ひゃっかりょうらん,◆１,繚乱,撩乱,＊『再昌草-永正四年･九月九日』,"➡百花繚乱／百花撩乱（ひゃっかりょうらん）
すぐれた人物や業績が、一時期にたくさん現れること。〈漢検四字熟語辞典〉
★「繚乱」は、花が咲き乱れる意。
★様々な花が、艶やかに咲き乱れることをいう。
類：百花斉放（ひゃっかせいほう）／類：百家争鳴（ひゃっかそうめい）／類：千紫万紅（せんしばんこう）／類：千紅万紫（せんこうばんし）
●H05-1㈣書",
17,____皓歯,めいぼうこうし,◆１,明眸,,＊『曹植-洛神賦』,"➡明眸皓歯（めいぼうこうし）
美人のたとえ。〈漢検四字熟語辞典〉
★美しく澄んだ眸(ﾋﾄﾐ)と、皓(ｼﾛ)く美しい歯の意。
類：蛾眉皓歯（がびこうし）／類：朱唇皓歯（しゅしんこうし）／類：仙姿玉質（せんしぎょくしつ）／類：氷肌玉骨（ひょうきぎょっこつ）／類：曲眉豊頰（きょくびほうきょう）／類：羞花閉月（しゅうかへいげつ）／類：沈魚落雁（ちんぎょらくがん）
●H16-2㈣書",
18,____誅求,かれんちゅうきゅう,◆１,苛斂,,＊『矢田挿雲-江戸から東京へ･六』,"➡苛斂誅求（かれんちゅうきゅう）
税金などを情け容赦なく取り立てること。〈漢検四字熟語辞典〉
★「苛斂」「誅求」は、厳しく責めつけて取り立てること。
類：頭会箕斂（とうかいきれん）
●H10-2㈣書／●H13-2㈣書／●H16-3㈣書／●H20-1㈣書／●H21-3㈣書／●H30-1㈣書",
19,精励____,せいれいかっきん,◆１,恪勤,,＊『谷崎潤一郎-痴人の愛』,"➡精励恪勤（せいれいかっきん）
力を尽くして学業や仕事に励むこと。〈漢検四字熟語辞典〉
★「精励」は、励み努めること。
★「恪勤」は、真面目に勤めること。
類：精励勤勉（せいれいきんべん）／類：刻苦勉励（こっくべんれい）／類：奮励努力（ふんれいどりょく）／類：昼耕夜誦（ちゅうこうやしょう）／類：恪勤精励（かっきんせいれい）
●H16-2㈣書",
20,砥礪____,しれいせっさ,◆１,切磋,切瑳,＊『言志録』,"➡砥礪切磋／砥砺切磋／砥礪切瑳／砥砺切瑳（しれいせっさ）
つとめみがく。学問や品性をはげみ修養して大成を期すること。〈漢検四字熟語辞典〉
★「砥」「礪」「磋」は、とぎ磨く意。
★「切」は、骨などを断ち切る意。
類：切磋琢磨（せっさたくま）
●H13-2㈣書／●H28-2㈣書",
21,毀誉____,きよほうへん,◆１,褒貶,,＊『町人囊･三』,"➡毀誉褒貶（きよほうへん）
褒めたりけなしたりすること。〈漢検四字熟語辞典〉
★「毀」と「貶」は、そしる、または、けなすこと。
★「誉」と「褒」は、ほめることの意。
★ほめることとそしること。称賛と非難。
●H07-2㈣書",
22,____微笑,ねんげみしょう,◆１,拈華,拈花,＊『五灯会元』,"➡拈華微笑／拈花微笑（ねんげみしょう）
言葉によらず、心から心へ伝えること。〈漢検四字熟語辞典〉
★釈迦が弟子に説法している時、ハスの花を拈(ﾋﾈ)って見せたが、弟子たちはその意味が分からずただ一人迦葉(ｶｼｮｳ)だけが悟ってにっこりと笑った。そこで釈迦は彼に仏法の奥義を授けたという故事から。
類：破顔微笑（はがんみしょう）／類：以心伝心（いしんでんしん）／類：教外別伝（きょうげべつでん）／類：不立文字（ふりゅうもんじ）／類：維摩一黙（ゆいまいちもく）
●H09-1㈣書／●H24-1㈣書／●H29-2㈣書",
23,戦戦____,せんせんきょうきょう,◆１,兢兢,恐恐,＊『詩経-小雅･小旻』,"➡戦戦兢兢／戦戦恐恐（せんせんきょうきょう）
恐れてびっくりするさま。〈漢検四字熟語辞典〉
★「戦戦」は、恐れおののくこと。
★「兢兢」は、恐れおののいて戒めつつしむ意。
★略して「戦兢」ともいう。
類：戦戦慄慄（せんせんりつりつ）
●H08-2㈣書",
24,万目____,"まんもくがいさい
ばんもくがいさい",◆１,睚眥,睚眦,＊『紅楼夢-五回』,"➡万目睚眥／万目睚眦（まんもくがいさい／ばんもくがいさい）
たくさんの人ににらまれること。〈漢検四字熟語辞典〉
★「万目」は、多くの人の目。転じて、多くの人。
★「睚眥」は、目をかどに立ててにらむこと。
類：百口嘲謗（ひゃっこうちょうぼう）
●H10-1㈣書／●H17-1㈣書",
25,顔厚____,がんこうじくじ,◆１,忸怩,,＊『書経-五子之歌』,"➡顔厚忸怩（がんこうじくじ）
非常に恥じ入ること。恥ずかしくて堪えられないさま。〈漢字ペディア〉
★「忸怩」は、心中で恥ずかしく思うこと。
★厚かましい者の顔にさえ、恥じる色が出ている意から。
「顔厚(ｶﾞﾝｺｳ)にして忸怩(ｼﾞｸｼﾞ)たる有り」
●H12-3㈣書",
26,____贔屭,えこひいき,◆１,依怙,,＊『信長記-一上』,"➡依怙贔屭／依怙贔屓／依怙贔負（えこひいき）
片方に心をかたむけ助けること。好きなほうだけ肩入れすること。〈漢検四字熟語辞典〉
★「依怙」は、もと頼りにする意であるが、わが国では不公平の意にも使われる。
★「贔屭」は、もとヒキと読み、力を出し努力するさま。転じて、人に目をかけて引き立てること。
●H11-3㈣書／●H16-1㈣書／●H19-1㈣書／●H30-1㈣書",
27,苛斂____,かれんちゅうきゅう,◆１,誅求,,＊『矢田挿雲-江戸から東京へ･六』,"➡苛斂誅求（かれんちゅうきゅう）
税金などを情け容赦なく取り立てること。〈漢検四字熟語辞典〉
★「苛斂」「誅求」は、厳しく責めつけて取り立てること。
類：頭会箕斂（とうかいきれん）
●H10-2㈣書／●H13-2㈣書／●H16-3㈣書／●H20-1㈣書／●H21-3㈣書／●H30-1㈣書",
28,暴虎____,ぼうこひょうが,◆１,馮河,憑河,＊『論語-術而』,"➡暴虎馮河／暴虎憑河（ぼうこひょうが）
向こう見ずのたとえ。血気に任せた無謀な行動のこと。孔子が、弟子の子路(ｼﾛ)の粗野な言動を戒めた言葉。〈漢検四字熟語辞典〉
★「暴虎」は、虎を素手で殴ること。
★「馮河」は、大河を徒歩で渡る意。
★暴虎も馮河も無謀な行為を指す。
類：血気之勇（けっきのゆう）／類：匹夫之勇（ひっぷのゆう）
●H07-2㈣書／●H13-1㈣書／●H15-1㈣書／●H18-2㈣書／●H20-2㈣書／●R01-2㈣書",
29,天地____,てんちかいびゃく,◆１,開闢,,＊『天照座伊勢二所皇太神宮御鎮座次第記』,"➡天地開闢（てんちかいびゃく）
天地のはじまり。世界のはじまり。天地創造。〈漢検四字熟語辞典〉
★「開闢」は、天地の開け初めのこと。
類：開天闢地（かいてんへきち）／類：天地創造（てんちそうぞう）
●H07-1㈣書",
30,____反側,てんてんはんそく,◆１,輾転,展転,＊『詩経-周南･関雎』,"➡輾転反側／展転反側（てんてんはんそく）
心配したり思い悩んだりして眠れず何度も寝返りを打つこと。〈漢検四字熟語辞典〉
★「輾転」と「反側」ともに、寝返りを打つ意。
●H05-1㈣書",
31,____錯節,ばんこんさくせつ,◆１,槃根,盤根,＊『後漢書-虞詡伝』,"➡槃根錯節／盤根錯節（ばんこんさくせつ）
事柄が入り組んで、解決が困難なこと。〈漢検四字熟語辞典〉
★「槃根」は、地中で曲がりくねっている木の根のこと。
★「錯節」は、入り組んだ木の節の意。
類：紆余曲折（うよきょくせつ）／類：複雑多岐（ふくざつたき）
●H24-3㈣書／●H29-1㈣書",
32,夢幻____,むげんほうよう,◆１,泡影,,＊『金剛経』,"➡夢幻泡影（むげんほうよう）
人生がはかないことのたとえ。〈漢検四字熟語辞典〉
★夢と幻と泡と影で、いずれも儚いもののたとえ。
類：泡沫夢幻（ほうまつむげん）
●H09-3㈣書／●H14-2㈣書",
33,河図____,かとらくしょ,◆１,洛書,,＊『易経-繫辞･上』,"➡河図洛書（かとらくしょ）
滅多に手に入れることができない図書のこと。得難い図書の意。〈漢検四字熟語辞典〉
★「河図」は、中国古代の伝説で、伏羲(ﾌｯｷ)の世に、黄河から現れた竜馬(ﾘｮｳﾊﾞ)の背の旋毛(渦巻いた毛)の形を写したという図のことで、易の八卦のもととなったという。
★「洛書」は、夏(ｶ)の禹王(ｳｵｳ)のとき、洛水から現れた神亀(ｼﾝｷ)の背の文字を写したという図のことで、「書経」の「洪範」のもとになったという。
●H11-2㈣書",
34,海底____,かいていろうげつ,◆１,撈月,,＊『不明』,"➡海底撈月（かいていろうげつ）
実現不可能なことをやろうとして、余分な労力を費やすこと。〈漢検四字熟語辞典〉
★「撈月」は、月をすくいあげる意。
★海面に映った月を見て、本物の月だと思い込み、海底から月をすくいあげようとする意から。
類：猿猴取月（えんこうしゅげつ）／類：海中撈月（かいちゅうろうげつ）／類：海底撈針（かいていろうしん）／類：水中撈月（すいちゅうろうげつ）
「海底に月を撈(ｽｸ)う」
●H19-1㈣書／●H24-1㈣書",
35,融通____,ゆうずうむげ,◆１,無礙,無碍,＊『島村抱月-審美的意識の性質を論ず･二』,"➡融通無礙／融通無碍（ゆうずうむげ）
行動や思考が物にとらわれずのびのびしていること。〈漢検四字熟語辞典〉
★「融通」は、滞りなく通る意。
★「無礙」は、妨げのないこと。
類：融通自在（ゆうずうじざい）／類：無礙自在（むげじざい）／類：異類無礙（いるいむげ）
●H15-3㈣書",
36,協心____,きょうしんりくりょく,◆１,戮力,,＊『報徳記･一』,"➡協心戮力（きょうしんりくりょく）
物事を一致協力して行うこと。〈漢検四字熟語辞典〉
★「協心」は、心を一つにすること。
★「戮力」は、力を戮(ｱﾜ)せること。
類：戮力同心（りくりょくどうしん）／類：戮力一心（りくりょくいっしん）／類：戮力斉心（りくりょくせいしん）／類：同心協力（どうしんきょうりょく）／類：一致団結（いっちだんけつ）／類：上下一心（しょうかいっしん）／類：戮力協心（りくりょくきょうしん）
●H11-2㈣書",
37,三面____,さんめんろっぴ,◆１,六臂,,＊『虎明本狂言･夷大黒』,"➡三面六臂（さんめんろっぴ）
一人で数人分の働きをしたり、多方面で活躍したりすること。〈漢検四字熟語辞典〉
★三つの顔（三面）と、六本の腕（六臂）を持つ仏像があることからいう語。
類：八面六臂（はちめんろっぴ）／類：縦横無尽（じゅうおうむじん）
●H05-1㈣書",
38,飛耳____,ひじちょうもく,◆１,長目,,＊『太平策』,"➡飛耳長目（ひじちょうもく）
物事の観察が鋭く世情にも精通していること。〈漢字ペディア〉
★「飛耳」は、遠くのことを聞くことができる耳。
★「長目」は、遠方まで見通せる目。
類：長目飛耳（ちょうもくひじ）／類：鳶目兎耳（えんもくとじ）
●H20-2㈣書／●H28-2㈣書",
39,光風____,こうふうせいげつ,◆１,霽月,,＊『黄庭堅-濂渓詩序』,"➡光風霽月（こうふうせいげつ）
心が清らかでわだかまりがなく、爽快であること。〈漢検四字熟語辞典〉
★「霽」は、晴れる意。
★太陽の光の中を爽やかに吹く風と、雨上がりの澄み切った空に出る月のこと。
類：明鏡止水（めいきょうしすい）／類：虚心坦懐（きょしんたんかい）
●H10-3㈣書／●H19-2㈣書／●H22-2㈣書",
40,春風____,しゅんぷうたいとう,◆１,駘蕩,,＊『恋慕ながし･二三』,"➡春風駘蕩（しゅんぷうたいとう）
何事もなく平穏なさま。また、穏和でのんびりとした人柄のこと。〈漢検四字熟語辞典〉
★「駘蕩」は、のんびりと落ち着いている様子。
●H08-1㈣書／●H14-3㈣書／●H16-2㈣書／●H22-3㈣書",
41,侃侃____,かんかんがくがく,◆１,諤諤,,＊『中江兆民-兆民文集』,"➡侃侃諤諤（かんかんがくがく）
遠慮することなく盛んに議論をするさま。また、遠慮せず直言すること。〈漢検四字熟語辞典〉
★「侃侃」は、剛直なさま。
★「諤諤」は、はばかることなく直言する意。
★略して「侃諤」ともいう。
類：百家争鳴（ひゃっかそうめい）／類：議論百出（ぎろんひゃくしゅつ）
●H10-3㈣書／●H15-1㈣書",
42,意匠____,いしょうさんたん,◆１,惨澹,惨憺,＊『杜甫-丹青引』,"➡意匠惨澹／意匠惨憺（いしょうさんたん）
工夫を凝らすのに苦心すること。〈漢検四字熟語辞典〉
★「意匠」は、工夫、また、工夫を凝らすこと。
★「惨澹」は、心を悩まし苦心するさま。
類：苦心惨憺（くしんさんたん）／類：焦唇乾舌（しょうしんかんぜつ）／類：粒粒辛苦（りゅうりゅうしんく）
●H09-1㈣書",
43,櫛風____,しっぷうもくう,◆１,沐雨,,＊『晋書-文帝綱』,"➡櫛風沐雨（しっぷうもくう）
非常に苦労することのたとえ。風雨にもめげずよく働くこと。〈漢検四字熟語辞典〉
★「櫛風」は、風が髪をくしけずる。
★「沐雨」は、雨が体を洗うこと。
★雨や風にさらされながら苦労して働くという意味から。
類：櫛風浴雨（しっぷうよくう）
「風に櫛(ｸｼｹｽﾞ)り雨に沐(ﾓｸ)す」
●H05-2㈣書／●H11-3㈣書／●H17-2㈣書／●H22-2㈣書／●H26-2㈣書／●H29-2㈣書",
44,八面____,はちめんろっぴ,◆１,六臂,,＊『獅子文六-自由学校･彼女がそう叫ぶには』,"➡八面六臂（はちめんろっぴ）
一人で何人分もの働きをすること。また、多方面で目覚ましく活躍すること。〈漢検四字熟語辞典〉
★一つの体に八つの顔と六本の腕を持っているということ。
類：三面六臂（さんめんろっぴ）
●H21-3㈣書",
45,跼天____,きょくてんせきち,◆１,蹐地,,＊『詩経-小雅･正月』,"➡跼天蹐地／局天蹐地（きょくてんせきち）
非常に恐れて身の置き所のない形容。また、肩身を狭くして世をはばかって暮らすこと。〈漢検四字熟語辞典〉
★天は高いのに背を跼(ｶｶﾞ)め、大地は広く厚いのに忍び足でそっと歩く（蹐）こと。
「天に跼(ｾｸﾞｸﾏ)り地に蹐(ﾇｷｱｼ)す」
●H05-2㈣書／●H10-2㈣書／●H15-2㈣書／●H27-1㈣書",
46,____三絶,いへんさんぜつ,◆１,韋編,,＊『史記-孔子世家』,"➡韋編三絶（いへんさんぜつ）
書物を繰り返し読むこと。読書や学問に熱心なたとえ。〈漢検四字熟語辞典〉
★「韋編」は、木簡や竹簡をなめし革のひもで綴った昔の書物。
★「三絶」は、何度も断ち切れる意。
★孔子が易経を何度も読んだため、その書を綴ったなめし革のひもが幾度となく断ち切れたという故事から。
「韋編(ｲﾍﾝ)三(ﾐ)たび絶(ﾀ)つ」
●H07-3㈣書／●H14-2㈣書／●H16-1㈣書／●H22-2㈣書",
47,桃李____,とうりせいけい,◆１,成蹊,,＊『史記-李将軍伝･賛』,"➡桃李成蹊（とうりせいけい）
徳がある人のもとには黙っていても自然に人が集まってくるということ。〈漢検四字熟語辞典〉
★花が美しく実がうまい桃や李（ｽﾓﾓ）の木の下には、それに惹かれて人が集まってくるために、自然に小道（蹊）ができるという意。
類：李広成蹊（りこうせいけい）
「桃李言わざれども下自(ｵﾉ)ずから蹊(ｹｲ)を成(ﾅ)す」㈣書／●H11-1㈣書／●H15-1㈣書／●H17-3㈣書／●H19-2㈣書／●H21-3㈣書",
48,____曲折,うよきょくせつ,◆１,紆余,,＊『久米邦武-米欧回覧実記･三』,"➡紆余曲折（うよきょくせつ）
曲がりくねること。また、事情が込み入り複雑なこと。〈漢検四字熟語辞典〉
★「紆余」は、道がくねくね曲がること。
★「曲折」は、折れ曲がること。
類：曲折浮沈（きょくせつふちん）
●H07-1㈣書",
49,____無礼,いんぎんぶれい,◆１,慇懃,,＊『加賀乙彦-くさびら譚･二』,"➡慇懃無礼（いんぎんぶれい）
表面はきわめて礼儀正しく丁寧であるが、実はひどく尊大であること。また、言葉遣いや態度などが丁寧過ぎるのは、かえって無礼であること。〈漢検四字熟語辞典〉
★「慇懃」は、きわめて丁寧なこと。非常に礼儀正しいこと。
類：慇懃尾籠（いんぎんびろう）
●H10-1㈣書／●H13-2㈣書",
50,無余____,むよねはん,◆１,涅槃,,＊『法華経-序品』,"➡無余涅槃（むよねはん）
肉体など形の制約から解放された悟りの境地。心だけでなく肉体のわずらいからも開放された悟りの世界。〈漢検四字熟語辞典〉
★「無余」は、残っていないこと。すべて。
★「涅槃」は、煩悩を脱し悟りの境地に入ること。
●H10-2㈣書",
51,喧喧____,けんけんごうごう,◆１,囂囂,,＊『木下尚江-火の柱･一四』,"➡喧喧囂囂（けんけんごうごう）
多くの人がやかましく騒ぐさま。〈漢検四字熟語辞典〉
★「喧喧」と「囂囂」は、やかましい･騒がしい意。
●H08-1㈣書",
52,勇往____,ゆうおうまいしん,◆１,邁進,,＊『東京朝日新聞-明治三六年･八月一〇日』,"➡勇往邁進（ゆうおうまいしん）
目的を目指しまっしぐらに突き進むこと。〈漢検四字熟語辞典〉
★「邁進」は、ひるまず勇ましく進むこと。
類：勇往猛進（ゆうおうもうしん）／類：直往邁進（ちょくおうまいしん）／類：猪突猛進（ちょとつもうしん）
●H20-2㈣書",
53,明眸____,めいぼうこうし,◆１,皓歯,,＊『曹植-洛神賦』,"➡明眸皓歯（めいぼうこうし）
美人のたとえ。〈漢検四字熟語辞典〉
★美しく澄んだ眸(ﾋﾄﾐ)と、皓(ｼﾛ)く美しい歯の意。
類：蛾眉皓歯（がびこうし）／類：朱唇皓歯（しゅしんこうし）／類：仙姿玉質（せんしぎょくしつ）／類：氷肌玉骨（ひょうきぎょっこつ）／類：曲眉豊頰（きょくびほうきょう）／類：羞花閉月（しゅうかへいげつ）／類：沈魚落雁（ちんぎょらくがん）
●H16-2㈣書",
54,____追従,あゆついしょう,◆１,阿諛,,＊『漢書-匡衡伝』,"➡阿諛追従（あゆついしょう）
相手に気に入られようと、こびへつらうこと。〈漢検四字熟語辞典〉
★「阿諛」は、おもねりへつらう意。
★「追従」は、他人にこびへつらうこと。また、その言葉。
類：阿諛曲従（あゆきょくしょう）／類：阿諛便佞（あゆべんねい）／類：阿諛追随（あゆついずい）／類：世辞追従（せじついしょう）
●H09-2㈣書／●H09-3㈣書／●H14-1㈣書／●H17-2㈣書／●H23-3㈣書／●H28-1㈣書",
55,八面____,はちめんれいろう,◆１,玲瓏,,＊『馬熙-開窓看雨･詩』,"➡八面玲瓏（はちめんれいろう）
四方八方が透き通って明らかなこと。また、心にわだかまりがなく、すっきりと澄みきっていること。また、誰とでも円満･巧妙に交際すること。〈漢検四字熟語辞典〉
★「八面」は、あらゆる方面のこと。
★「玲瓏」は、美しく輝くさま、美しく透き通るさま。
★どこから見ても曇りがなく鮮やかで美しい意。
類：八方美人（はっぽうびじん）
●H16-2㈣書／●H18-1㈣書／●H22-3㈣書",
56,____素餐,しいそさん,◆１,尸位,,＊『論衡-量知』,"➡尸位素餐（しいそさん）
ある地位にいて職責を果たさず無駄に禄を貰っていること。〈漢検四字熟語辞典〉
★「尸位」は、形代（尸）がその位置から動かないように高い地位にいながら責務を果たさないこと。
★「素餐」は、何もせずにただ食うこと。
類：尸禄素餐（しろくそさん）／類：窃位素餐（せついそさん）
●H11-2㈣書／●H18-3㈣書／●H21-1㈣書／●H25-3㈣書",
57,和気____,わきあいあい,◆１,藹藹,靄靄,＊『風俗画報-二四号･論説』,"➡和気藹藹／和気靄靄（わきあいあい）
なごやかな気分が満ち溢れているさま。〈漢検四字熟語辞典〉
★「和気」は、和やかで、のどかな気分のこと。
★「藹藹」は、穏やかなさま、和やかな意。
類：和気靄然（わきあいぜん）／類：和気洋洋（わきようよう）
●H14-2㈣書",
58,風光____,ふうこうめいび,◆１,明媚,,＊『矢田挿雲-江戸から東京へ･四』,"➡風光明媚（ふうこうめいび）
自然の景色が清らかで美しいこと。〈漢検四字熟語辞典〉
★「風光」は、景色･眺めのこと。
★「明媚」は、清らかで美しい意。
●H20-3㈣書",
59,一気____,いっきかせい,◆１,呵成,,＊『詩藪-内編･近体中』,"➡一気呵成（いっきかせい）
ひといきに文章を書きあげること。また、物事を中断することなく一息に仕上げてしまうこと。〈漢検四字熟語辞典〉
★「呵」は、ハッと息を吹きかける擬音語。
●H12-1㈣書／●H18-3㈣書",
60,麻姑____,まこそうよう,◆１,搔痒,"掻痒
搔癢
掻癢",＊『神仙伝-麻姑』,"➡麻姑搔痒／麻姑掻痒／麻姑搔癢／麻姑掻癢（まこそうよう）
物事が思いのままになること。また、行き届くこと。〈漢検四字熟語辞典〉
★「麻姑」は、中国伝説の仙女。鳥のような長い爪を持つという。
★「搔痒」は、かゆいところをかくこと。
★中国漢代桓帝(ｶﾝﾃｲ)のころ蔡経(ｻｲｹｲ)という者が麻姑の長い爪で背中をかかせたら、さぞ気持ちがよいだろうと秘かに思ったという故事から。
●H09-3㈣書／●H15-2㈣書／●H23-3㈣書／●H30-1㈣書",
