11,褥瘡,◆１,じょくそう,,"┌一定の部位が圧迫されて壊死潰爛する瘡瘍。床ずれ。〈新漢和大字典〉
┌圧迫性壊疽の一種。重症患者が長期間臥床している時、皮下脂肪の減少、皮膚循環の障害により、体重がかかる部分やほかの圧迫が体にかかっている場所にできる潰瘍。とこずれ。蓐傷。≒蓐瘡〈日本国語大辞典〉
┌病気などで衰弱した体で長く寝ているとき、床にあたる身体の部分が赤くただれて傷つき、痛むこと。床ずれ。≒蓐瘡〈漢字ペディア〉
◇漢字ペディア大見出し",
12,婉娩,◆１,えんべん,えんばん,"┌おとなしく、すなおなこと。温順。〈漢字源〉
┌1.おだやかで、素直なさま。
├2.しとやかでうつくしい。
├3.天気が穏やかなさま。
├4.含蓄に富むさま。
├5.日が暮れたさま。
└6.年老いたさま。〈漢辞海〉",
13,霄壌,◆１,しょうじょう,,"┌1.天と地。天地。
└2.天と地ほども大きな違いがあることのたとえ。雲泥。〈新漢和大字典〉
┌1.天と地。天地。
└2.天地ほどに、大きな隔たりであることのたとえ。雲泥。〈漢辞海〉
┌天と地。また、天と地のように非常に隔たりのあるたとえ。≒雲泥〈漢字ペディア〉
★霄壌の差(ｻ)…天と地との隔たりのような、大きな違い。雲泥の差。〈大辞泉〉
◇漢字ペディア大見出し",
14,罨法,◆１,あんぽう,,"┌炎症や充血をとるために、水･湯･薬などで患部を冷やすか温めるかする治療法。湿布。〈大辞泉〉
┌炎症や痛みなどを和らげるために、患部を冷やしたり温めたりする治療方法。〈漢字ペディア〉
◇漢字ペディア大見出し",
15,腱鞘,◆１,けんしょう,,"┌腱を包んでいる鞘状の結合組織。中に潤滑液があって腱の滑りをよくしている。〈大辞泉〉
┌手足の腱の鞘のように取り巻いている滑液の入った囊。腱の滑りをよくするための機構。〈日本国語大辞典〉
◇漢字ペディア小見出し",
16,静謐,◆１,せいひつ,,"┌1.静かで落ち着いていること。また、そのさま。
└2.世の中が穏やかに治まっていること。また、そのさま。〈大辞泉〉
┌静かで安らかなさま。〈漢辞海〉",
17,跋扈,◆１,ばっこ,,"┌権威をほしいままにして、のさばり、はびこること。また、思うがままに振る舞うこと。〈漢字ペディア〉
┌1.枠をはずして勝手にはびこること。
├2.転じて、あたりを踏みにじり、思うままに勢力をふるう。
└3.下の者が勢力を持ち、上の者をしのぐこと。〈新漢和大字典〉
┌ほしいままに振る舞うこと。また、のさばり、はびこること。〈大辞泉〉
★魚がかごを越えて跳ねることから転じた。
◇漢字ペディア大見出し
●H5-2㈠",
18,鍼灸,◆１,しんきゅう,,"┌はりと灸(ｷｭｳ)を使って行う治療法。〈漢字ペディア〉
┌漢方で、治療のためにはりを打ったり灸をすえたりすること。≒針灸〈大辞泉〉
◇漢字ペディア大見出し
●H7-2㈠",
19,雷霆,◆１,らいてい,,"┌激しい雷。〈漢字源〉
┌1.雷。また、雷の響き。
├2.たけだけしいさま。勇ましい軍隊のたとえ。
└3.天子や目上の人の怒り。〈漢辞海〉",
20,鶺鴒,◆１,せきれい,,"┌鳥の名。セキレイ。水辺にすむ美しい小鳥。〈新漢和大字典〉
┌スズメ目セキレイ科の鳥のうち、キセキレイ･セグロセキレイ･ハクセキレイなどの総称。水辺でみられ、スズメより大形。尾が長く上下に振る習性がある。〈大辞泉〉",
21,忸怩,◆１,じくじ,,"┌自分の行いをはずかしく思うようす。〈漢字ペディア〉
┌心にはじてきまりわるがるさま。〈漢字源〉
◇漢字ペディア大見出し
●H6-1㈠",
22,拈華,◆１,ねんげ,,"┌花をひねること。〈大辞泉〉
┌花をひねって取ること。ふつう「拈華微笑(ネンゲミショウ)」の故事にもとづいて用いられる。〈漢字ペディア〉
★拈華微笑(ﾐｼｮｳ)…仏語。釈迦が霊鷲山(ﾘｮｳｼﾞｭｾﾝ)で説法した際、花をひねり大衆に示したところ、だれにもその意味がわからなかったが、ただ摩訶迦葉(ﾏｶｶｼｮｳ)だけが真意を知って微笑したという故事。そこで釈迦は彼にだけ仏教の真理を授けたといい、禅宗で、以心伝心で法を体得する妙を示すときの語。〈大辞泉〉
◇漢字ペディア大見出し",
23,逡巡,◆１,しゅんじゅん,,"┌決断できないで、ぐずぐずすること。しりごみすること。ためらい。〈大辞泉〉
┌1.後ずさりする。
└2.たちすくむ。ぐずぐずしてためらう。〈新漢和大字典〉
★狐疑(ｺｷﾞ)逡巡･･･疑いためらってぐずぐずすること。〈大辞泉〉",
24,真鍮,◆１,しんちゅう,,"┌銅と亜鉛との合金。黄色でさびにくく、鋳造･加工が容易なので、機械器具･日用品･工芸品などに広く用いられる。黄銅。〈大辞泉〉
┌銅と亜鉛との合金。〈漢辞海〉",
25,慙愧,◆１,ざんき,,"┌深く恥じる。また、心にこたえるはじ。〈漢字源〉
┌深く恥じ入る。≒慙羞、慙恥〈漢辞海〉",
26,駱駝,◆１,らくだ,,"┌1.ラクダ科の哺乳動物。野生のものはほとんどなく、家畜として飼育。背中のこぶに脂肪を蓄え、それを分解して水にすることができるので、砂漠の生活に適している。乗用や運搬用。乳や肉は食用。毛は織物用。ダバ。
└2.ラクダの毛で作った繊維。また、その織物。〈漢字ペディア〉
┌ラクダ科の大形の哺乳類。砂漠地帯にすみ、背にこぶがあり、温順な性質で、乗用や荷物の運搬用に使われる。〈漢辞海〉
◇漢字ペディア大見出し",
27,惨憺,◆１,さんたん,,"┌≒惨澹、惨淡
├1.じめじめして薄暗いさま。
├2.あれこれと心を痛めるさま。
└3.見るも気の毒な、痛ましいさま。〈漢字源〉
┌≒惨澹
├1.あれこれと心を悩ますさま。
└2.いたましく悲しいさま。〈漢字ペディア〉
◇漢字ペディア大見出し",
28,痼疾,◆１,こしつ,,"┌容易に治らないで、長い間悩まされている病気。持病。〈大辞泉〉
┌1.長い間わずらっていてなかなか治らない病気。
└2.こりかたまってなおりにくい癖。〈漢字源〉
┌いつまでも完治しない病気。ながわずらい。持病。〈漢字ペディア〉
◇漢字ペディア大見出し",
29,逍遥,◆１,しょうよう,,"┌1.そろそろと歩きまわる。ぶらつく。
└2.俗事を離れて気ままな生活を楽しむこと。〈漢字源〉
┌気ままにあちこちを歩き回ること。そぞろ歩き。散歩。〈大辞泉〉
┌気ままに歩くこと。そぞろ歩き。≒散策、漫歩〈漢字ペディア〉
◇漢字ペディア大見出し",
30,蜿蜒,◆１,えんえん,,"┌≒蜿蜿、蜒蜒
├1.ヘビなどがうねり進むようす。
└2.うねうねと長く続くようす。〈漢字ペディア〉
┌1.龍やへびがうねりながら動くさま。≒蜿蜿
└2.屈曲しながらうねうねと長く続くさま。〈漢字源〉
◇漢字ペディア大見出し",
31,喀痰,◆１,かくたん,,"┌痰を吐くこと。また、吐いた痰。〈大辞泉〉
┌たんをはくこと。また、はき出したたん。〈漢字ペディア〉
◇漢字ペディア大見出し",
32,駘蕩,◆１,たいとう,,"┌1.さえぎるものなどがなく、のびのびとしているさま。
└2.春の情景などが、平穏でのんびりとしているさま。〈大辞泉〉
┌1.のどかなさま。
└2.のびのびとしたさま。〈漢字ペディア〉
◇漢字ペディア大見出し",
33,潺湲,◆１,せんかん,せんえん,"┌1.さらさらと流れるさま。また、流れる水の音。
└2.涙がはらはらと流れるさま。≒潸然〈漢字源〉
┌1.水がさらさらと流れるさま。また、その音。
└2.涙の流れるさま。さめざめ。〈漢字ペディア〉
◇漢字ペディア大見出し
●H10-2㈠
●H16-3㈠
●H23-1㈠",
34,不逞,◆１,ふてい,,"┌勝手に振る舞うこと。道義に従わないこと。〈大辞泉〉
┌勝手きままにずうずうしく行動すること。〈漢字ペディア〉
◇漢字ペディア大見出し",
35,瀟灑,◆１,しょうしゃ,,"┌こざっぱりして清らかである。≒瀟洒〈漢字源〉
┌さっぱりとして、清らか。〈字通〉
┌すっきりとして洗練されているようす。≒瀟洒〈漢字ペディア〉
┌≒瀟洒、蕭洒
├1.さわやかなさま。さっぱりとしてきれいなさま。
└2.俗気が抜けて淡泊なさま。あっさりとして物にこだわらないさま。〈日本国語大辞典〉
◇漢字ペディア大見出し
●H15-1㈠",
36,謦咳,◆１,けいがい,,"┌1.せきばらい。軽いものを「謦」、重いものを「咳」という。
└2.話したり笑ったりすること。〈漢字ペディア〉
┌1.せきばらい。
└2.せいたり談笑したりする日常の暮らし。〈新漢和大字典〉
┌せきばらい。しわぶき。また、人が笑ったり話したりすること。〈大辞泉〉
◇漢字ペディア大見出し
●H6-1㈠",
37,剪刀,◆１,せんとう,,"┌はさみ。≒翦刀〈漢字源〉
┌はさみ。特に外科手術用のはさみ。≒翦刀〈漢字ペディア〉
◇漢字ペディア大見出し",
38,掉尾,◆１,とうび,ちょうび,"┌1.物事や文章の終わりの勢いがよいこと。また、そのさま。
└2.終わり。〈漢字ペディア〉
┌尾をふるう。〈字通〉
┌1.尻尾を振る。
├2.(国)物事の最後の勢いがさかんなさま。
└3.(国)物事の最後。〈新漢和大字典〉
◇漢字ペディア大見出し
●H8-1㈠",
39,叮嚀,◆１,ていねい,,"┌念入りで、親切にすること。〈漢字源〉
┌≒丁寧〈漢字ペディア〉
┌≒丁寧
├1.昔、中国の軍中で、警戒の知らせや注意の為に用いられた楽器。
├2.注意深く念入りであること。こまかいところまで注意がゆきとどいていること。また、そのさま。
├3.手厚く親切なこと。ねんごろで礼儀正しいこと。また、そのさま。懇切。慇懃。
├4.何度も繰り返すこと。再三再四行うこと。また、そのさま。多く、何度も忠告する意に用いられる。
└5.（接頭語「ご」を伴って）冗長なこと。無駄に多いこと。また、そのさまを皮肉に言うときに用いる。〈日本国語大辞典〉
◇漢字ペディア大見出し",
40,襤褸,◆１,らんる,,"┌使い古した布きれ。また、古くなって破れた衣服。〈漢字ペディア〉
┌ぼろの衣服。〈漢字源〉
┌破れた衣服。ぼろぼろの衣服。また、ぼろきれ。ぼろ。つづれ。〈大辞泉〉
★｢襤褸｣で｢ぼろ｣とも読む。
◇漢字ペディア大見出し
●H5-1㈠
●H29-2㈠",
41,爛熟,◆１,らんじゅく,,"┌1.果実などが熟しすぎること。
└2.物事が極限まで発達すること。〈漢字ペディア〉
┌1.果物などが十分に熟して柔らかになること。
├2.その事柄を詳しく知りつくしていること。
└3.物事が十分に発達して盛りを過ぎ、やがて衰勢に赴くような状態。〈漢字源〉
◇漢字ペディア大見出し",
42,流謫,◆１,るたく,りゅうたく,"┌罪によって遠方へ流されること。≒遠流〈漢字ペディア〉
┌罪によって遠い地方に流すこと。〈漢字源〉
◇漢字ペディア大見出し
●H6-3㈠",
43,均霑,◆１,きんてん,,"┌平等に恩恵や利益を受けること。〈大辞泉〉
┌利益や恩恵をみんながひとしく受けること。恩恵が均等にいきわたること。≒均沾〈漢字ペディア〉
◇漢字ペディア大見出し",
44,蜉蝣,◆１,ふゆう,,"┌かげろう。はかないもの、無力なものにたとえる。〈字通〉
┌カゲロウ目の昆虫の総称。成虫の生存期間はきわめて短い。カゲロウ。浮游(ﾌﾕｳ)。〈漢辞海〉
◇漢字ペディア小見出し",
45,炊爨,◆１,すいさん,,"┌飯をたくこと。また、食事の仕度をすること。〈漢字ペディア〉
┌飯を炊くこと。炊飯。炊事。〈大辞泉〉
┌1.飯をたく。
└2.炊事夫。〈漢辞海〉
◇漢字ペディア大見出し
●H13-2㈠
●H17-1㈠",
46,結紮,◆１,けっさつ,,"┌糸などで結ぶこと。特に、止血などのために血管などを縛って結ぶこと。〈大辞泉〉
┌主として止血のために、血管や組織のある部分を糸などでかたくしばること。〈日本国語大辞典〉
◇漢字ペディア小見出し",
47,証憑,◆１,しょうひょう,,"┌1.事実を証明する根拠となるもの。≒証拠
└2.裁判所や捜査機関が刑罰を判断するのに必要な一切の資料。証拠物件でなく、証人や参考人なども含む。〈大辞泉〉
┌証拠。〈字通〉
┌ある事実を証明するよりどころ。≒根拠、証拠、証左〈漢字ペディア〉
◇漢字ペディア大見出し",
48,千仞,◆１,せんじん,,"┌非常に高いこと。また、非常に深いこと。〈漢字源〉
┌山などが非常に高いこと。また、海や谷が非常に深いこと。≒千尋〈漢字ペディア〉
◇漢字ペディア大見出し
●H16-2㈠",
49,挂冠,◆１,けいかん,かいかん,"┌官職をやめること。辞職すること。致仕。〈大辞泉〉
┌官を去る。〈字通〉
┌冠を脱いで、官職を辞する。挂綬。挂冕。後漢の逢萌(ﾎｳﾎﾞｳ)が王莽(ｵｳﾓｳ)に仕えるのを嫌い、城門に冠をかけて去った故事から。〈漢辞海〉
┌冠を脱いで柱などにかける意から、官を去り職を辞すること。〈漢字ペディア〉
◇漢字ペディア大見出し",
50,憔悴,◆１,しょうすい,,"┌心痛や病気のため、やせておとろえること。やつれること。〈漢字ペディア〉
┌悩みや病気のためやせ衰える。また、疲れ苦しむ。〈漢字源〉
◇漢字ペディア大見出し",
51,鏤刻,◆１,ろうこく,るこく,"┌1.金属や木の表面に模様を彫りきざむこと。
└2.文章などの技巧をこらすこと。〈漢字ペディア〉
┌1.金属や木などに文字や絵を彫り刻むこと。るこく。
└2.文章や詩句を推敲(ｽｲｺｳ)すること。るこく。〈大辞泉〉
◇漢字ペディア大見出し",
52,霊柩,◆１,れいきゅう,,"┌死者のなきがらを納めた棺。ひつぎ。〈漢字源〉
┌死者の亡骸を治めた棺。ひつぎ。〈漢辞海〉
◇漢字ペディア下付き",
53,騏驥,◆１,きき,,"┌1.よく走るすぐれた馬。駿馬。
└2.すぐれた人物。〈大辞泉〉
┌千里を走る名馬。よく走るすぐれた馬のこと。駿馬。〈漢字源〉",
54,脚絆,◆１,きゃはん,,"┌(国)徒歩旅行をするとき、歩きやすくするために脛(ｽﾈ)に巻きつける布。はばき。≒脚半〈漢字源〉
┌昔、旅行や作業のとき、あしを守り動きやすくするためにすねに当てたり巻きつけたりした布。ゲートル。≒脚半〈漢字ペディア〉
◇漢字ペディア大見出し",
55,浚渫,◆１,しゅんせつ,,"┌水底の泥をさらって深くすること。〈漢字源〉
┌底さらえ。〈字通〉
┌水底の泥をさらって深くすること。〈漢字ペディア〉
◇漢字ペディア大見出し",
56,服膺,◆１,ふくよう,,"┌心にしっかりとどめて、片時も忘れないこと。〈漢字ペディア〉
┌他人の戒め･命令などをしっかりと心にとめて忘れないこと。忘れずに守ること。相手のことばを受け入れて実行すること。〈日本国語大辞典〉
◇漢字ペディア大見出し
●H19-1㈠",
57,霹靂,◆１,へきれき,,"┌1.かみなり。いかずち。雷鳴。
└2.雷が激しく鳴ること。落雷すること。また、大きな音が響き渡ること。〈大辞泉〉
┌1.引き裂くような激しい雷。また、雷鳴。
└2.激しい音が響くさま。〈漢字ペディア〉
◇漢字ペディア大見出し
★青天の霹靂…急に起きる変動･大事件。また、突然うけた衝撃。〈大辞泉〉",
58,瀰漫,◆１,びまん,,"┌広がりはびこる。≒弥漫〈漢字源〉
┌風潮などが広がりはびこること。≒弥漫〈漢字ペディア〉
◇漢字ペディア大見出し
●H25-2㈠
●H29-3㈠",
59,焙煎,◆１,ばいせん,,"┌コーヒー豆などを焙じて煎ること。〈大辞泉〉
┌火で煎(ｲ)ること。特に、コーヒー豆や茶の葉を焙(ﾎｳ)じて煎ること。〈漢字ペディア〉
◇漢字ペディア大見出し",
60,蹂躪,◆１,じゅうりん,,"┌ふみにじること。暴力･強権などをもって他を侵害すること。〈大辞泉〉
┌1.ふみにじって荒らす。
├2.侵入して荒らす。
└3.人の名誉などを傷つけて台無しにする。〈漢字源〉
┌権力や腕力で相手の権利などをふみにじること。〈漢字ペディア〉
◇漢字ペディア大見出し",
61,刮目,◆１,かつもく,,"┌目をかっと見開いてよく見る。特に期待し、注意して見る。〈漢字源〉
┌目をこすってよく見ること。注意してよく見ること。注目すること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H4-1㈠",
62,剴切,◆１,がいせつ,,"┌非常によく当てはまること。また、そのさま。〈大辞林〉
┌ぴたりとあうこと。適切なこと。本来は地面すれすれに草を切る意。〈漢字ペディア〉
◇漢字ペディア大見出し
●H18-2㈠",
63,膺懲,◆１,ようちょう,,"┌外敵を征伐すること。討ちこらしめること。〈漢字ペディア〉
┌うちこらすこと。征伐してこらしめること。〈日本国語大辞典〉
◇漢字ペディア大見出し",
64,哄笑,◆１,こうしょう,,"┌大勢の人が大声で笑うこと。どよめき笑うこと。〈漢字ペディア〉
┌大きな声でどっと笑うこと。≒高笑〈漢字源〉
◇漢字ペディア大見出し
●H4-1㈠",
65,喀血,◆１,かっけつ,,"┌肺･気管支などから血を吐くこと。〈漢字源〉
┌肺などから血を吐く。〈漢辞海〉
┌血をはくこと。特に肺や気管支の血をはくこと。〈漢字ペディア〉
◇漢字ペディア大見出し",
66,縲絏,◆１,るいせつ,,"┌罪人として獄に入れられること。縄目にかかること。≒縲紲〈漢字ペディア〉
┌罪人をしばる長いなわ。また、転じて牢屋。〈漢字源〉
◇漢字ペディア大見出し
●H13-2㈠",
67,靄靄,◆１,あいあい,,"┌1.雲やもやが集まり、たなびくさま。
└2.なごやかな気が満ちているさま。藹藹。〈大辞泉〉
┌1.靄(ﾓﾔ)や雲が集まり、たなびくさま。
└2.打ちとけてなごやかな気分が満ちているさま。≒藹藹〈漢字ペディア〉
◇漢字ペディア大見出し",
68,嚥下,◆１,えんげ,えんか,"┌のみこむこと。〈漢字ペディア〉
┌のみこむ。〈漢字源〉
◇漢字ペディア大見出し",
69,靉靆,◆１,あいたい,,"┌1.雲や霞(ｶｽﾐ)などがたなびいているさま。
└2.気持ちや表情などの晴れ晴れしないさま。陰気なさま。〈大辞泉〉
┌1.雲がたなびくさま。
└2.老人の眼鏡のこと。〈新漢和大字典〉
┌1.雲がたなびいているさま。
├2.雲が空をおおって暗いさま。
└3.暗く陰気なさま。〈漢字ペディア〉
◇漢字ペディア大見出し
●H11-3㈠
●H15-2㈠",
70,屛風,◆１,びょうぶ,へいふう,"┌室内に立てて、風よけや仕切りなどに使う道具。ついたて。〈漢字源〉
┌室内に置いて風をさえぎったり、仕切りや装飾などに用いたりする道具。木の枠に絵や書がかいてある布や紙などを張って、折りたためるようにしたものが多い。≒衝立(ついたて)〈漢字ペディア〉
◇漢字ペディア大見出し",
71,譴責,◆１,けんせき,,"┌1.しかり責めること。不正や過失などを厳しくとがめること。
└2.懲戒処分のうち最も軽いもの。職務上の義務違反について警告し、将来を戒めること。現在、法令上では戒告という。〈大辞泉〉
┌1.あやまちや不正などをとがめ責めること。
└2.かつて公務員の職務上の過失に対して与えられた懲戒処分の一つ。現在は「戒告」という。〈漢字ペディア〉
◇漢字ペディア大見出し",
72,旗幟,◆１,きし,,"┌旗と、のぼり。旗じるしのこと。特に、軍旗。〈漢字源〉
┌1.昔、戦場で自分の存在をはっきりさせるために立てた、はたとのぼり。はたじるし。
└2.態度。主義主張。〈漢字ペディア〉
◇漢字ペディア大見出し",
73,恫喝,◆１,どうかつ,,"┌大声で、ぎょっとさせる。おどしつける。恐喝。〈漢字源〉
┌おどして、怖がらせること。おどかし。≒脅迫、恫愒〈漢字ペディア〉
◇漢字ペディア大見出し",
74,危惧,◆１,きぐ,,"┌あやぶみ、おそれること。危懼。〈大辞泉〉
┌心配し恐れること。気がかり。≒懸念、危懼〈漢字ペディア〉
◇漢字ペディア大見出し",
75,崑崙,◆１,こんろん,,"┌山名。新疆･チベットの間にある。高さ7719ｍ。〈字通〉
┌1.中国の伝説的地名。黄河の源であり、玉(ｷﾞｮｸ)を産出し、不死の仙女、西王母の住むという西方の楽土。漢の武帝の時には于闐(ﾎｰﾀﾝ)で玉がとれることから、于闐の山を崑崙にあてていた。
├2.崑崙山脈(中国西部の山脈。チベット高原とタリム盆地の間を東西に走る山地。)の略。
├3.中国、三国時代以後、アンナン、カンボジア、マライ半島など、南海地方の呼び名。
└4.島の名。インドシナ半島の南沖合にあるコンドル島に対する元･明時代の呼称。全島岩石の山で、古来、航海者の目標とされた。〈日本国語大辞典〉
┌1.中国西方の伝説上の霊山。仙女がすみ、美しい玉がとれたという。黄河の源とされた。崑山。
└2.「崑崙山脈」の略。中国、チベット高原の北方を東西に走る大山脈。長江の源。クンルン山脈。〈漢字ペディア〉
◇漢字ペディア大見出し",
76,鷸蚌,◆１,いつぼう,,"┌シギとハマグリ。また、シギとドブガイ。〈大辞泉〉
┌シギとハマグリ。または、シギとドブガイ。〈漢字ペディア〉
★鷸蚌の争(ｱﾗｿ)い…両者が争っている間に、第三者に利益を横取りされ共倒れになることのたとえ。〈大辞泉〉
◇漢字ペディア大見出し
●H10-1㈠",
77,扼腕,◆１,やくわん,,"┌自分の腕をおさえて、悔しがったり意気込んだりすること。〈漢字源〉
┌左手で右の腕を握りしめる。感情が激しい時のしぐさ。〈新大字典〉
┌自分の腕をおさえて、悔しがったり意気込んだりすること。≒搤腕〈漢字ペディア〉
◇漢字ペディア大見出し",
78,穹窿,◆１,きゅうりゅう,,"┌1.大空。天空。
└2.弓形または半球状のもの。アーチ形。円天井･ドームなどおもに建造物についていう。〈漢字ペディア〉
┌1.弓型のように中央が高く周囲が下がっているマント。また、アーチ形の屋根。
├2.アーチ形の地上をおおう大空。
├3.大きく弓なりに張ったさま。
└4.盛んなさま。〈漢字源〉
┌天井が高いドーム形の室。〈字通〉
◇漢字ペディア大見出し
●H26-2㈠",
79,朦朧,◆１,もうろう,,"┌1.ぼんやりかすんで見えるさま。朧気(ｵﾎﾞﾛｹﾞ)に見えるさま。
└2.確かでないさま。〈漢字ペディア〉
┌1.月のおぼろなさま。
├2.ぼんやりかすんではっきり見えないさま。
├3.物事がはっきりせず、確かでないさま。
└4.意識がはっきりしていないさま。〈漢字源〉
◇漢字ペディア大見出し",
80,矍鑠,◆１,かくしゃく,,"┌年をとっても丈夫で元気のいいさま。〈大辞泉〉
┌年をとっても心身ともに元気なさま。〈漢字ペディア〉
◇漢字ペディア大見出し
●H4-1㈠",
81,桎梏,◆１,しっこく,,"┌1.あしかせと手かせ。
└2.転じて、自由を奪うもの。束縛。〈漢字源〉
┌1.足かせと手かせ。
└2.自由をさまたげるもの。≒束縛、拘束〈漢字ペディア〉
◇漢字ペディア大見出し
●H12-1㈠",
82,脚気,◆１,かっけ,,"┌ビタミンB1の欠乏により起こる病気。倦怠感(ｹﾝﾀｲｶﾝ)･手足のしびれ･むくみなどから始まり、末梢神経の麻痺(ﾏﾋ)や心臓衰弱を呈する。かつて日本で国民病とされた。〈大辞泉〉
┌ビタミンＢ1の欠乏が原因で起こる病気。倦怠感や手足のしびれ、むくみなどを伴う。〈漢字ペディア〉
◇漢字ペディア大見出し",
83,奢侈,◆１,しゃし,,"┌おごり。ぜいたく。〈漢字源〉
┌身分不相応なぜいたく。度を超えて金をつかうこと。〈漢字ペディア〉
◇漢字ペディア大見出し",
84,偃蹇,◆１,えんけん,,"┌1.物が延び広がったり高くそびえたりしているさま。また、多く盛んなさま。
└2.おごり高ぶるさま。〈大辞泉〉
┌1.高くそびえるさま。
├2.おごりたかぶるさま。
└3.世俗を超越していること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H13-1㈠
●H17-2㈠
●H30-3㈠",
85,窈窕,◆１,ようちょう,,"┌1.女性のおくゆかしく、上品なさま。
├2.なまめかしいさま。
└3.奥深く曲がりくねるさま。〈漢字源〉
┌美しくしとやかなさま。上品で奥ゆかしいさま。〈大辞泉〉
┌奥ゆかしく上品なさま。美しくしとやかなさま。〈漢字ペディア〉
◇漢字ペディア大見出し",
86,肯綮,◆１,こうけい,,"┌物事の急所。重要な点。〈漢字ペディア〉
┌物事の急所。かなめ。〈大辞泉〉
★骨に肉がはまり込んで、骨と肉とが結合している所。そこに包丁を当てれば肉を骨から切り離すことができるので、物事の急所、重要な点の意に用いる。〈漢字源〉
◇漢字ペディア大見出し
●H10-3㈠",
87,巫覡,◆１,ふげき,,"┌かんなぎの総称。祈禱(ｷﾄｳ)をしたり舞を踊ったりして、神を招いて神の託宣を告げる人。〈漢字ペディア〉
┌みこ。かんなぎ。〈漢字源〉
★｢巫｣は女のみこ。｢覡｣は男のみこ。〈漢字源〉
◇漢字ペディア大見出し
●H8-1㈠
●H11-3㈠
●H16-2㈠",
