20,【樟】は虫害に強く建築家具材に用いる,◆１,"くすのき
くす","関連熟語：樟脳（ショウノウ）
★樟／楠（くすのき）クスノキ科の常緑高木。暖地に自生。初夏、黄白色の小花を多数つけ、球形で黒色の実を結ぶ。材は堅く芳香があり、家具・細工物とするほか、幹・根・葉からは樟脳をとる。〈漢字ペディア〉
●H13-3㈠／●H15-3㈠
"
21,【蒸】かしたての甘藷を二本やった,◆１,ふ,"関連熟語：--
★蒸かす（ふ-かす）
湯気を当てて柔らかくする。〈漢字ペディア〉
"
22,【尻紮】げして一散に逃げた,◆１,しりから,"関連熟語：--
★尻紮げ／尻絡げ（しりから-げ）
着物の裾を外側に折り上げて、その端を帯にはさむこと。しりっぱしょり。〈漢字ペディア〉
"
23,【辛酉】の年に皇位に即く,◆１,かのととり,"関連熟語：辛酉（シンユウ）
★十干十二支。
"
24,【壬戌】の年血腥い事件が続発した,◆１,みずのえいぬ,"関連熟語：壬戌（ジンジュツ）
★十干十二支。
●R01-2㈠
"
25,【甚】く感服された御様子である,◆１,いた,"関連熟語：甚大（ジンダイ）
★甚く（いた-く）
たいそう。非常に。ひどく。ふかく。〈漢字ペディア〉
●H29-2㈠
"
26,【尽】れた晩秋の野に佇む,◆１,すが,"関連熟語：--
★尽れる／末枯れる（すが-れる）
盛りを過ぎて勢いが衰え始める。〈漢字ペディア〉
●H18-3㈠／●H21-3㈠／●H25-1㈠／●H26-3㈠／●H29-1㈠
"
27,【雛霰】を買ってきた,◆１,ひなあられ,"関連熟語：鳳雛（ホウスウ）・雹霰（ハクセン／ハクサン）
★雛霰（ひなあられ）
三月三日の桃の節句に、ひな人形に供える紅白のあられ。〈漢字ペディア〉
●H06-1㈠
"
28,【裾捌】きの音とともに家元が現れる,◆１,すそさば,"関連熟語：--
★裾捌き（すそさば-き）
和服をはじめ丈の長い衣服のすそを上手に扱うこと。また、その身のこなし。〈漢字ペディア〉
●H08-1㈠
"
29,【節榑】を使って小屋を作る,◆１,ふしくれ,"関連熟語：--
★節榑（ふしくれ）
1.材木に節が多く、でこぼこしている。
2.腕や指の骨や関節が、堅く盛り上がってごつごつしている。〈漢字ペディア〉
●H11-1㈠
"
30,【岨道】を足にまかせて追っかける,◆１,"そばみち
そわみち","関連熟語：--
★岨道（そばみち／そわみち）
切り立った山のけわしい道。〈漢字ペディア〉
●H11-3㈠
"
31,【燥】ぎすぎの気味がある,◆１,はしゃ,"関連熟語：--
★燥ぐ（はしゃ-ぐ）
1.調子にのってさわぐ。うかれさわぐ。
2.水分がなくなり、乾燥しきる。〈漢字ペディア〉
●H22-2㈠
"
32,【陳】ねて後矯めんとすれば枝折れ枯れ凋む,◆１,ひ,"関連熟語：--
★陳ねる（ひ-ねる）
1.古くなる。年を経て古びる。
2.大人びる。ませる。〈漢字ペディア〉
●H20-2㈠／●H24-3㈠
"
33,【椴松】の自生状態を調査する,◆１,とどまつ,"関連熟語：--
★椴松（とどまつ）
マツ科の常緑高木。北海道以北に自生。松かさは直立してつく。材は建築・家具・製紙原料などに用いる。〈漢字ペディア〉
●H11-2㈠／●H14-1㈠
"
34,【熱】り立って不満をぶつけた,◆１,いき,"関連熟語：--
★熱る立つ（いき-り-た-つ）
激しく怒って興奮する。いきまく。〈漢字ペディア〉
●H15-2㈠
"
35,【戊午】の年に居を隣国に移した,◆１,つちのえうま,"関連熟語：戊午（ボゴ）
★十干十二支。
"
36,【偖】夕餉は何にいたしましょうか,◆１,さて,"関連熟語：--
★偖／扠／扨
1.話題を変えるときに用いる語。ところで。
2.何かを始めるときに用いる語。さあ。〈漢字ペディア〉
●H10-2㈠
"
37,【刳】り貫きの菓子皿に盛る,◆１,く,"関連熟語：刳木（コボク）
★刳り貫き／刳り抜き（く-り-ぬ-き）
1.くりぬくこと。えぐって穴をあけること。また、くりぬいたところや、くりぬいてつくったもの。
2.船具の一つ。船が停泊しているときに使う替水縄(ｶｴﾐﾅﾜ)。〈日本国語大辞典〉
"
38,【嗄】れた声でゆっくり語った,◆１,"か
しわが","関連熟語：嗄声（サセイ）
★嗄れる（か-れる）
声がかすれる。声がしわがれる。〈漢字ペディア〉
★嗄れる（しわが-れる）
声がかすれる。しゃがれる。〈漢字ペディア〉
●H08-3㈠
"
39,【嘸】大変であったろう,◆１,さぞ,"関連熟語：--
★嘸（さぞ）
さだめし。きっと。さぞかし。〈漢字ペディア〉
●H06-2㈠／●H17-3㈠
"
40,【嚔】る時は則ち人の我を道う,◆１,はなひ,"関連熟語：噴嚔（フンテイ）
★嚔る（はなひ-る）
くしゃみをする。〈漢字ペディア〉
●H22-3㈠
"
41,【埃】がたちこめている,◆１,ほこり,"関連熟語：塵埃（ジンアイ）
★埃（ほこり）
空中を舞う細かいちり。〈漢字ペディア〉
●H04-1㈠
"
42,【悴】む手を擦り合わせる,◆１,かじか,"関連熟語：--
★悴む（かじか-む）
手足が寒さでこごえて、思うように動かなくなる。〈漢字ペディア〉
●H17-1㈠
"
43,【憖】情けをかけるのは良くない,◆１,"なまじ
なまじい","関連熟語：--
★憖（なまじ／なまじい）
1.中途半端なさま。
2.できもしないのに。無理に。しないほうがかえってよいさま。なまじっか。〈漢字ペディア〉
●H10-3㈠／●H17-1㈠／●H21-3㈠／●H23-2㈠
"
44,【撓垂】るる柳はほそき目もとかな,◆１,しなだ,"関連熟語：枉撓（オウドウ）
★撓垂れる（しなだ-れる）
1.人にこびたり甘えたりして寄りかかる。しなだれかかる。
2.枝などがしなって垂れ下がる。〈漢字ペディア〉
"
45,【暈】のかかった春の夜の月を眺める,◆１,かさ,"関連熟語：日暈（ニチウン）
★暈（かさ）
太陽や月の周りに現れる光の輪。ウン。≒光環〈漢字ペディア〉
"
46,【朮】を焚く匂いが漂ってくる,◆１,"おけら
うけら","関連熟語：白朮（ビャクジュツ）
★朮／蒼朮／白朮（おけら／うけら）
キク科の多年草。山地に自生。夏から秋、白や淡紅色の頭花をつける。若芽は食用、根は薬用。〈漢字ペディア〉
●H18-3㈠／●H22-2㈠
"
47,【楮】の繊維は紙の原料となる,◆１,こうぞ,"関連熟語：楮紙（チョシ）
★楮（こうぞ）
クワ科の落葉低木。山野に自生。葉・実ともにクワに似る。樹皮から和紙の原料をとる。カゾ。〈漢字ペディア〉
●H08-2㈠
"
48,【榻】の端書きも九十九夜を迎えた,◆１,しじ,"関連熟語：--
★榻（しじ）
牛車からウシを外したとき、轅(ﾅｶﾞｴ)の軛(ｸﾋﾞｷ)の支えや、乗り降りの踏み台にした台。〈漢字ペディア〉
▼榻の端書(ﾊｼｶﾞ／ﾂﾏｶﾞ)き…昔、女が、言い寄る男の誠意を確かめるために、百夜通って榻に寝たら会おうといったので、男は九九夜まで毎夜来て、榻の端に証拠を書きつけておいたが、百夜めに支障があって行くことができず、思いを遂げえなかった、という伝説。男の恋の熱烈さ、また、恋愛の思うようにならないことのたとえとされる。〈日本国語大辞典〉
●H30-3㈠
"
49,【榧】の木に観世音菩薩を彫る,◆１,かや,"関連熟語：榧檜（ヒカイ）
★榧（かや）
イチイ科の常緑高木。山野に自生。葉は平たい線形で、先がとがる。種子は油の原料、また食用・薬用とする。材は高級な碁盤や将棋盤の材料に用いる。〈漢字ペディア〉
★「茅／萱(ｶﾔ)」とは同訓異義語。
●H26-3㈠
"
50,【櫂】は三年櫓は三月,◆１,かい,"関連熟語：櫂歌（トウカ）
▼櫂は三年(ｻﾝﾈﾝ)櫓(ﾛ)は三月(ﾐﾂｷ)…何事も一人前になるのは容易でないたとえ。櫓は三月で使えるようになるが、櫂(ｶｲ:水をかき、舟を進ませる木製の棒。オール。)を使いこなすまでには三年かかるという意から。〈漢字ペディア〉
"
51,【毬栗】も内から割れる,◆１,いがぐり,"関連熟語：--
▼毬栗も内(ｳﾁ)から割(ﾜ)れる…だれでも年ごろになれば、自然と色気づくことのたとえ。特に女性についていう。毬栗も時期がくれば自然と内側からはじけ割れる意から。〈漢字ペディア〉
●H13-1㈠
"
52,【澪筋】を伝って舟を進めた,◆１,みおすじ,"関連熟語：澪標（レイヒョウ）
★澪筋／水脈筋（みおすじ）
船の通行する水路の通り。みおどおり。〈日本国語大辞典〉
●H23-3㈠
"
53,【甍】破れて霧不断の香を焚く,◆１,いらか,"関連熟語：連甍（レンボウ）
▼甍破(ﾔﾌﾞ)れて霧(ｷﾘ)不断(ﾌﾀﾞﾝ)の香(ｺｳ)を焚(ﾀ)く…屋根がこわれてそこから霧が入り、あたかも香をたいた煙がたえず立ちこめているようである。隠棲した人間の住み家としてふさわしいさま。〈故事俗信ことわざ大辞典〉
"
54,【甕】に一房の藤をさす,◆１,"かめ
もたい
みか","関連熟語：甕天（オウテン）
★甕／瓮（かめ／もたい）
水や酒などを入れる大きな器。〈漢字ペディア〉
★甕（みか）
大きなかめ。水や酒をたくわえたり、酒を醸したりするのに用いた。もたい。みかわ。〈日本国語大辞典〉●H05-2㈠
"
55,【疚】しいところがあるらしい,◆１,やま,"関連熟語：内疚（ナイキュウ）
★疚しい（やま-しい）
良心に恥じるところがあり、うしろめたい。気がとがめる。〈漢字ペディア〉
●H22-2㈠
"
56,【痞】えに悩む上臈を思わせる,◆１,つか,"関連熟語：痞塞（ヒソク）
★痞え（つか-え）
胸や心などがつまるようで苦しいこと。〈漢字ペディア〉
●H17-3㈠／●H27-1㈠
"
57,【瘧】が落ちたように呼び鈴に応じた,◆１,おこり,"関連熟語：瘧疾（ギャクシツ）
▼瘧が落ちる…瘧(ｵｺﾘ:マラリア性の熱病)にかかったように物事に夢中になっていたのが、何かのはずみで急にさめる。〈故事俗信ことわざ大辞典〉
"
58,【癸亥】の歳に上洛した,◆１,みずのとい,"関連熟語：癸亥（キガイ）
★十干十二支。
"
59,【睨】むように天を見上げた,◆１,にら,"関連熟語：睨視（ゲイシ）
★睨む（にら-む）
1.鋭い目つきでじっと見つめる。下からや横目でにらみつける。
2.監視する。〈漢字ペディア〉
●H08-1㈠
"
60,【礑】と思い当たった,◆１,"はた
はった","関連熟語：--
★礑と（はた-と／はった-と）
1.強く打つようす。
2.険しくにらむさま。
3.胸にこたえたさま。〈漢字ペディア〉
●H22-1㈠
"
61,【笊】で水を汲む,◆１,ざる,"関連熟語：笊籬（ソウリ）
★笊（ざる）
1.細く裂いた竹ひごなどで編んだ器。
2.「笊碁(ざるゴ)」の略。
2.「笊蕎麦(ざるそば)」の略。
4.編んだ目からこぼれることから、抜けや落ちの多いたとえ。〈漢字ペディア〉
●H07-1㈠
"
62,【筬】の音が響く山村を訪れた,◆１,おさ,"関連熟語：--
★筬（おさ）
機(はた)織りの道具。縦糸の位置をととのえるもの。〈漢字ペディア〉
●H12-3㈠／●H16-1㈠／●H19-2㈠／●H22-2㈠／●H28-2㈠
"
63,【箙】に梅枝を指した風流を見とがめる,◆１,えびら,"関連熟語：箭箙（センプク）
★箙（えびら）
矢を入れて携帯する武具。ふつう背負う。〈漢字ペディア〉
●H30-2㈠
"
64,【篝火】であたりを照らす,◆１,かがりび,"関連熟語：篝火（コウカ）
★篝火（かがりび）
夜間の警備や漁猟に照明としてたく火。かがり。〈漢字ペディア〉
●H06-1㈠
"
65,【篩】った黄粉を餅に付ける,◆１,ふる,"関連熟語：--
★篩う（ふる-う）
1.ふるいに掛けてより分ける。
2.選抜する。〈漢字ペディア〉
●H16-3㈠
"
66,【籬】に耳、壁の話する世の中,◆１,"まがき
ませがき","関連熟語：藩籬（ハンリ）
★籬（まがき）
竹や柴(しば)などで、目をあらく編んで作った垣。ませがき。ませ。〈漢字ペディア〉
"
67,【粳】を常食の米とする,◆１,"うるち
うる","関連熟語：粳稲（コウトウ）
★粳（うるち）
粘り気の少ない、ふつうに炊いて食べる米。うるちの米。うるちまい。うるしね。〈漢字ペディア〉
●H21-2㈠
"
68,【蓼酢】でもいけぬ奴,◆１,"たです
たでず","関連熟語：--
★蓼酢（たです）
1.タデの葉をすって酢ですりのばした調味料。夏、アユなどの塩焼きに用いる。
2.濃茶(ｺｲﾁｬ)。色が似ているところから。〈日本国語大辞典〉
▼蓼酢でもいけぬ奴(ﾔﾂ)…鮎の塩焼きなどに用いる蓼酢をかけても食えないやつ。どうにも扱いに困る人。煮ても焼いても食えないやつ。〈故事俗信ことわざ大辞典〉
"
69,【薺】花咲く垣根かな,◆１,なずな,"関連熟語：荼薺（トセイ）
★薺（なずな）
アブラナ科の二年草。道端に自生。春、白い小さな四弁花をつけ、三味線のばちのような形の実を結ぶ。春の七草の一つ。ペンペングサ。〈漢字ペディア〉
●H04-1㈠
"
70,【薺粥】を啜り邪気をはらう,◆１,なずながゆ,"関連熟語：荼薺（トセイ）・麋粥（ビシュク）
★薺粥（なずながゆ）
陰暦正月七日に食べる、薺などの春の七草を刻み入れた粥。〈日本国語大辞典〉
●H04-1㈠「薺」
●H09-1㈠／●H19-2㈠
"
71,【蝗】の大群が発生した,◆１,いなご,"関連熟語：蝗害（コウガイ）
★蝗／螽／稲子（いなご）
イナゴ科の昆虫の総称。緑色の体に淡褐色のはねをもつ。イネの害虫。食用になる。〈漢字ペディア〉
●H04-1㈠
"
72,【衵】姿の童女が現れた,◆１,あこめ,"関連熟語：--
★衵（あこめ）
昔、宮廷に仕える男女が用いた丈の短い中着。〈漢字ペディア〉
●H23-1㈠／●H26-1㈠／●H30-1㈠
"
73,【褻】にも晴れにも歌一首,◆１,け,"関連熟語：--
▼褻にも晴れにも歌一首(ｳﾀｲｯｼｭ)…ふだん（褻）でも晴れの席の時でも同じ歌一首しかよめない。芸の少ないこと、無能無芸であることのたとえ。〈故事俗信ことわざ大辞典〉
"
74,【謗】れば影指す,◆１,そし,"関連熟語：誹謗（ヒボウ）
▼謗れば影(ｶｹﾞ)さす…人の悪口を言っていると、そこに当人がやって来るものだということ。〈漢字ペディア〉
●H13-1㈠
"
75,【貂】なき森の鼬,◆１,てん,"関連熟語：貂裘（チョウキュウ）
▼貂なき森(ﾓﾘ)の鼬(ｲﾀﾁ)…権力者がいない所では、つまらない人間が幅をきかせるたとえ。テンのいない森では、イタチが身勝手な振る舞いをする意から。〈漢字ペディア〉
"
76,【踝】を強く打った,◆１,"くるぶし
かかと
くびす","関連熟語：--
★踝（くるぶし）
足首の内･外両側にある骨の突起。くろぶし。つぶぶし。つぶなぎ。〈漢字ペディア〉
●H07-3㈠
"
77,【踵】を接して来る,◆１,"くびす
きびす","関連熟語：旋踵（センショウ）
★踵（くびす／きびす）
足の裏の後ろの部分。かかと。〈漢字ペディア〉
▼踵を接(ｾｯ)す…隙間なく並んだり続いたりしていることのたとえ。人々が次々と　来たり、物事が、次々に起こってくる。〈日本国語大辞典〉
●H06-1㈠
"
78,【躪】り書きの置き手紙を読んだ,◆１,にじ,"関連熟語：--
★躪り書き（にじ-り-が-き）
筆で紙を押えつけてにじるようにして拙劣な文字を書くこと。また、その書いたもの。〈漢字ペディア〉
●H26-3㈠
"
79,【轅】を北にして楚にゆく,◆１,ながえ,"関連熟語：轅下（エンカ）
★轅（ながえ）
牛車(ｷﾞｯｼｬ)などの前に、長くさし出した二本の棒。その先に軛(ｸﾋﾞｷ:ウシやウマの首にあてる横木)を渡してウシなどに車を引かせた。〈漢字ペディア〉
●H14-2㈠／●H17-2㈠／●H25-1㈠
"
80,【遉】に横綱の相撲は見応えがあった,◆１,さすが,"関連熟語：--
★遉／流石（さすが）
1.予想や評判どおり。やはり。思っていたとおり。
2.そうはいうものの、やはり。
3.いくら…でも、やはり。あれほどの。〈漢字ペディア〉
●H21-3㈠／●H25-1㈠
"
81,【鄙】びた一軒家に辿り着く,◆１,ひな,"関連熟語：鄙俚（ヒリ）
★鄙びる（ひな-びる）
田舎風で、素朴な感じがする。田舎めく。〈漢字ペディア〉
"
82,【鉋屑】へ火が付いたように喋る,◆１,かんなくず,"関連熟語：--
★鉋屑（かんなくず）
鉋(かんな)で材木を削るときにできる薄い木くず。〈漢字ペディア〉
●H13-1㈠
"
83,【鋺】に欠き氷を盛る,◆１,"かなまり
まり","関連熟語：--
★鋺／金鋺（かなまり）
金属製のわん。酒や水などを盛る器。〈漢字ペディア〉
●H28-1㈠
"
84,【鐚】銭を選ぶ,◆１,びた,"関連熟語：--
★鐚銭（びたセン／びたぜに）
1.室町中期から明治初期にかけて使われた粗悪な銭貨。びた。
2.使い古した硬貨。〈漢字ペディア〉
●H04-1㈠
"
85,【霤】は三途の川,◆１,あまだれ,"関連熟語：霤槽（リュウソウ）
★霤（あまだれ）
軒などから垂れ落ちる雨のしずく。〈漢字ペディア〉
●H17-3㈠／●H21-3㈠／●H26-1㈠
"
86,【饐】えた臭気が鼻を突く,◆１,す,"関連熟語：--
★饐えた（す-えた）
食物が腐ってすっぱくなる。〈漢字ペディア〉
●H18-3㈠
"
87,【髻】を切って聖に随った,◆１,"もとどり
たぶさ","関連熟語：椎髻（ツイケイ／スイケイ）
★髻（もとどり）
髪の毛を集めて束ねた部分。〈漢字ペディア〉
●H22-3㈠
"
88,【鬆】が立った飯は食われぬ,◆１,す,"関連熟語：--
★鬆（す）
1.時期が過ぎたダイコン･ゴボウや煮過ぎた豆腐などの内側にできる、細かい穴。
2.鋳物の内側にできる空洞。〈漢字ペディア〉
●H08-3㈠
"
89,【鮠】の群れが涼しげに川底を行き来した,◆１,"はや
はえ","関連熟語：--
★鮠（はや／はえ）
コイ科の淡水魚。おもに関東ではウグイ、関西ではオイカワの別称に用いる。〈漢字ペディア〉
●H16-1㈠
"
90,【鯔背】な法被姿で練り歩く,◆１,いなせ,"関連熟語：--
★鯔背（いなせ）
粋で威勢のよいこと。また、そのさま。さっぱりした気風。いさみ肌。江戸時代、江戸の日本橋魚河岸の粋で威勢のよい若者が結った、鯔背銀杏(いなせいちょう)の髪形から。〈漢字ペディア〉
●H18-1㈠
"
91,【鱶】ほど寝る,◆１,ふか,"関連熟語：--
▼鱶ほど寝る…鼾(ｲﾋﾞｷ)をかいてよく寝入る。〈故事俗信ことわざ大辞典〉
"
92,【鸛】は高木の樹頂に営巣する,◆１,こうのとり,"関連熟語：--
★鸛（こうのとり）
1.コウノトリ科の鳥。羽毛は白く翼の大部分は黒色。形はツルに似る。アジア東部にすむ。日本では特別天然記念物に指定されたが絶滅。コウヅル。
2.ベニハシコウノトリの略。くちばしが紅色の西洋のコウノトリのこと。〈漢字ペディア〉
●H23-2㈠
"
93,【麩】を飼料にする,◆１,ふすま,"関連熟語：--
★麩（ふすま）
コムギをひいて粉にするときに残る皮のくず。洗い粉や家畜のえさにする。〈漢字ペディア〉
●H05-1㈠
"
94,あしひきの山橘を【苞】に摘み来な,◆１,つと,"関連熟語：苞苴（ホウショ）
★苞苴／苞（つと）
1.食品を、わらなどを束ねて包んだもの。わらづと。あらまき。
2.携えていく土産。〈漢字ペディア〉
●R02-2㈠
"
95,いささか【訝】しい点がある,◆１,いぶか,"関連熟語：怪訝（ケゲン／カイガ）
★訝しい（いぶかしい）
あやしい。うたがわしい。不審なさま。〈漢字ペディア〉
●H05-2㈠
"
96,いたり飲めば【輒】ち尽くす,◆１,すなわ,"関連熟語：--
★輒ち（すなわ-ち）
1.そのたびごとに。いつも。
2.たやすく。すぐに。〈漢字ペディア〉
●H07-2㈠
"
97,かなり【踵】の高い靴をはいている,◆１,かかと,"関連熟語：踵骨（ショウコツ）
★踵（かかと）
1.足の裏の後ろの部分。くびす。
2.履物の後ろ、また、裏の後ろの部分。〈漢字ペディア〉
"
98,ことづてもなく【宛】ら春になりぬ,◆１,さなが,"関連熟語：宛然（エンゼン）
★宛ら（さなが-ら）
まるで。ちょうど。あたかも。〈漢字ペディア〉
●H08-3㈠
"
99,しきりに隠元豆を【挘】っている,◆１,むし,"関連熟語：--
★毟る／挘る（むし-る）
1.物の本体に密着しているものを、むりやりに引きちぎったり、引き抜いたりする。
2.綿などをつまみ広げて、ふっくらとさせる。つばなかす。
3.身を引きちぎって細かくする。また、肉や魚の身を骨からはがしてほぐす。
4.むりやりに奪い取る。
5. (多く「口をむしる」の形で用いて) かまをかけて尋ねる。〈日本国語大辞典〉
●H06-2㈠
"
100,すでに【蛻】の殻だった,◆１,もぬけ,"関連熟語：蟬蛻（センゼイ）
★蛻の殻（もぬけ-の-から）
ぬけがら。また、目当ての者が抜け出して、空になっている住居や寝所など。〈漢字ペディア〉
●H07-2㈠
"
101,その後【恙】なくお過ごしでしょうか,◆１,つつが,"関連熟語：無恙（ムヨウ）
★恙無い（つつがな-い）
病気がない。事故などの災難や心配事がない。〈漢字ペディア〉
●H05-2㈠／●H14-2㈠
"
102,その処断を【肯】わぬ蒙昧な人々,◆１,うべな,"関連熟語：首肯（シュコウ）
★肯う（うべな-う）
もっともだと思って承知する。よいとしてうなずく。〈漢字ペディア〉
"
103,その場の誰もが口を【噤】んでいた,◆１,つぐ,"関連熟語：噤口（キンコウ）
★噤む（つぐ-む）
口を閉じてものを言わない。黙る。〈漢字ペディア〉
"
104,それは【夥】しく存在する,◆１,おびただ,"関連熟語：夥多（カタ）
★夥しい（おびただ-しい）
1.非常に多い。
2.はなはだしい。はげしい。〈漢字ペディア〉
●H04-1㈠／●H06-3㈠
"
105,それは【迚】もできない,◆１,とて,"関連熟語：--
★迚も（とて-も）
1.（あとに打消しの表現を伴って用いる）どのようにしても実現しない気持ちを表す。どうしても。とうてい。
2.程度のはなはだしいさま。非常に。たいへん。とっても。
3.結局は否定的な結果になるという投げやりな気持ちを表す。どうせ。しょせん。
4.よりよい内容を望む気持ちを表す。どうせ…なら。〈大辞泉〉
●H07-3㈠
"
106,それは濃緑の葉の間に【赫】いていた,◆１,かがや,"関連熟語：赫灼（カクシャク）
★赫く（かがや-く）
あかあかと光る。あかく光り輝く。〈漢字ペディア〉
●H07-1㈠
"
107,それも【序】でに言って置く,◆１,つい,"関連熟語：順序（ジュンジョ）
★序で（つい-で）
1.あることを行うとき、同時に他のこともするよい機会。
2.順序。次第。〈漢字ペディア〉
●H07-1㈠／●H08-3㈠
"
108,それを言っては【縺】れてしまう,◆１,もつ,"関連熟語：--
★縺れる（もつ-れる）
1.糸など線状のものがからみ合う。
2.言語や動作が自由にならない。
3.物事が混乱してこじれる。〈漢字ペディア〉
●H08-3㈠
"
109,とらつぐみを【鵺】ともいう,◆１,ぬえ,"関連熟語：--
★鵺（ぬえ）
1.伝説上の怪獣。頭はサル、手足はトラ、体はタヌキ、尾はヘビ、声はトラツグミに似るという。
2.得体の知れない人物やはっきりしない態度。
3.トラツグミの別称。〈漢字ペディア〉
●H06-2㈠／●H16-2㈠
"
110,どうやら【秕】ばっかし摑まされたらしい,◆１,しいな,"関連熟語：秕糠（ヒコウ）
★秕（しいな）
1.殻ばかりで中身のない、もみ。
2.実らないまましなびた、草木の実。〈漢字ペディア〉
●H30-1㈠
"
111,なかなか【強】かな人物である,◆１,したた,"関連熟語：--
★強か（したた-か）
1.ひとすじなわではいかないさま。
2.ひどく。つよく。大いに。〈漢字ペディア〉
●H06-2㈠
"
112,はて【扠】運の甲斐ない男だ,◆１,さて,"関連熟語：--
★扠／扨／偖
ところで。続けてきた話の話題を変えるときに用いる語。〈漢字ペディア〉
"
113,ひどく打ち【萎】れた様子だ,◆１,しお,"関連熟語：萎靡（イビ）
★打ち萎れる（う-ち-しお-れる）
1.しょんぼりする。生気を失ってぐったりする。
2.衣服などがぬれて萎(ﾅ)える。転じて、ぬれる。
3.草木や花などが風雨、陽光などによってしぼむ。ぐったりする。〈日本国語大辞典〉
"
114,まことに【忝】く存じます,◆１,かたじけな,"関連熟語：虚忝（キョテン）
★忝い（かたじけな-い）
1.おそれ多い。もったいない。
2.身にしみてありがたい。〈漢字ペディア〉
●H07-2㈠
"
